mPhyDis1	S2	11111200	11189300	4	8	0.42	0.25	0.48
mPhyDis1	S2	11314600	11325200	5	5	0.31	0.03	0.31
mPhyDis1	S2	11339600	11377500	4	5	0.38	0.15	0.43
mPhyDis1	S2	11617200	11629400	5	5	0.56	0.56	0.71
mPhyDis1	S2	109347500	109349100	9	9	0.16	0.00	0.16
mPhyDis1	S2	109367100	109372800	6	6	0.26	0.00	0.26
mPhyDis1	S2	109381600	109388400	6	6	0.36	0.17	0.36
mPhyDis1	S2	109449000	109459100	4	6	0.54	0.24	0.57
mPhyDis1	S2	120263900	120267200	11	11	1.00	0.98	1.00
mPhyDis1	S2	121401600	121407200	21	21	0.00	0.95	0.95
mPhyDis1	S2	124869500	124873400	11	11	0.01	0.00	0.01
mPhyDis1	S2	124877000	124887700	4	8	0.20	0.03	0.22
mPhyDis1	S2	133279100	133289400	9	14	0.13	0.34	0.40
mPhyDis1	S2	133524200	133552400	5	11	0.38	0.13	0.40
mPhyDis1	S2	133590100	133635600	4	14	0.34	0.10	0.34
mPhyDis1	S2	133697200	133706600	5	5	0.06	0.00	0.06
mPhyDis1	S2	133721100	133735900	13	21	0.56	0.19	0.57
mPhyDis1	S2	133782500	133795100	7	10	0.72	0.79	0.88
mPhyDis1	S2	137900400	137915200	6	11	0.11	0.47	0.52
mPhyDis1	S2	138880300	138884900	5	5	0.15	0.09	0.22
mPhyDis1	S2	139083900	139102100	4	21	0.44	0.05	0.45
mPhyDis1	S2	144137500	144142600	9	9	0.06	0.00	0.06
mPhyDis1	S2	144169000	144179600	8	8	0.49	0.20	0.53
mPhyDis1	S2	144442500	144496400	4	14	0.53	0.26	0.58
mPhyDis1	S2	144508300	144521000	4	6	0.57	0.33	0.63
mPhyDis1	S2	144521500	144562000	6	14	0.50	0.27	0.54
mPhyDis1	S2	144566500	144584100	6	11	0.66	0.20	0.67
mPhyDis1	S2	144615800	144657200	7	19	0.52	0.16	0.53
mPhyDis1	S2	145625400	145643800	4	4	0.41	0.20	0.46
mPhyDis1	S2	145661100	145671600	5	5	0.39	0.23	0.45
mPhyDis1	S2	185639100	185655900	5	5	0.24	0.06	0.25
mPhyDis1	S2	192425200	192439700	4	4	0.33	0.17	0.37
mPhyDis1	S2	217351000	217365000	5	12	0.19	0.17	0.29
mPhyDis1	S3	6000	17800	4	4	0.21	0.23	0.33
mPhyDis1	S3	64200	65400	10	10	0.58	0.00	0.58
mPhyDis1	S3	32768700	32830600	4	18	0.35	0.14	0.37
mPhyDis1	S3	42603500	42617100	4	4	0.60	0.10	0.61
mPhyDis1	S3	43417100	43423800	4	4	0.68	0.93	0.95
mPhyDis1	S3	52679100	52697200	4	21	0.57	0.05	0.57
mPhyDis1	S3	75161900	75174100	5	5	0.28	0.04	0.28
mPhyDis1	S3	75256700	75275800	4	4	0.30	0.13	0.34
mPhyDis1	S3	75309500	75337200	4	4	0.41	0.11	0.44
mPhyDis1	S3	80169400	80194400	7	21	0.42	0.16	0.48
mPhyDis1	S3	80273400	80303800	6	21	0.37	0.10	0.40
mPhyDis1	S3	80333000	80368100	4	15	0.30	0.05	0.32
mPhyDis1	S3	80402600	80447900	4	7	0.31	0.05	0.32
mPhyDis1	S3	91692900	91705700	7	11	0.11	0.25	0.26
mPhyDis1	S3	92082600	92093800	21	21	0.09	0.21	0.23
mPhyDis1	S3	112649500	112652400	21	21	0.61	0.09	0.63
mPhyDis1	S3	123144500	123155500	5	5	0.03	0.49	0.50
mPhyDis1	S3	144403800	144452500	5	8	0.28	0.13	0.36
mPhyDis1	S3	144630400	144660900	5	5	0.43	0.17	0.44
mPhyDis1	S3	144771900	144790500	5	5	0.32	0.25	0.39
mPhyDis1	S3	144920500	144944000	5	5	0.29	0.03	0.31
mPhyDis1	S3	193468900	193475100	4	4	0.83	0.96	1.00
mPhyDis1	S3	218389900	218396900	4	4	0.17	0.17	0.32
mPhyDis1	S3	218412500	218425000	5	5	0.37	0.19	0.42
mPhyDis1	S4	6042300	6105900	4	4	0.41	0.10	0.43
mPhyDis1	S4	6339600	6357200	4	4	0.29	0.04	0.31
mPhyDis1	S4	27084200	27106500	4	4	0.41	0.30	0.50
mPhyDis1	S4	27131200	27154200	4	7	0.47	0.17	0.51
mPhyDis1	S4	27329700	27351900	4	4	0.55	0.28	0.60
mPhyDis1	S4	81823800	81826500	10	10	0.13	0.00	0.13
mPhyDis1	S4	92459800	92467000	21	21	0.02	0.34	0.35
mPhyDis1	S4	93419500	93428300	8	8	0.02	0.29	0.31
mPhyDis1	S4	108424100	108448700	4	7	0.58	0.14	0.61
mPhyDis1	S4	108526700	108559300	4	5	0.50	0.17	0.52
mPhyDis1	S4	108638100	108647100	4	4	0.80	0.28	0.84
mPhyDis1	S4	108908000	108915600	5	5	0.66	0.34	0.74
mPhyDis1	S4	130480900	130487000	21	21	0.01	0.93	0.94
mPhyDis1	S4	130491300	130497400	21	21	0.00	0.92	0.92
mPhyDis1	S4	130501700	130519600	4	21	0.19	0.51	0.61
mPhyDis1	S4	197698300	197714500	4	4	0.34	0.07	0.36
mPhyDis1	S4	209821400	209856500	4	6	0.27	0.19	0.35
mPhyDis1	S5	3200	16500	4	4	0.19	0.08	0.23
mPhyDis1	S5	11974800	11990500	6	8	0.42	0.04	0.43
mPhyDis1	S5	12035100	12046600	7	7	0.48	0.02	0.48
mPhyDis1	S5	32296400	32305400	4	4	0.52	0.04	0.55
mPhyDis1	S5	85100100	85130000	4	4	0.29	0.09	0.31
mPhyDis1	S5	85249200	85374400	4	21	0.26	0.07	0.28
mPhyDis1	S5	89283300	89298700	9	21	0.15	0.30	0.35
mPhyDis1	S5	93647400	93659300	4	4	0.60	0.20	0.61
mPhyDis1	S5	93692000	93710800	4	7	0.26	0.06	0.29
mPhyDis1	S5	93733600	93774400	4	7	0.48	0.31	0.60
mPhyDis1	S5	93805700	93857400	4	7	0.43	0.21	0.49
mPhyDis1	S5	102475700	102485300	5	5	0.00	0.14	0.14
mPhyDis1	S5	144080500	144098100	4	4	0.35	0.07	0.36
mPhyDis1	S5	144169600	144175400	5	5	0.41	0.03	0.44
mPhyDis1	S5	144294400	144306700	4	4	0.36	0.19	0.41
mPhyDis1	S5	144337000	144346800	8	8	0.55	0.10	0.59
mPhyDis1	S6	64061600	64073400	6	6	0.58	0.08	0.59
mPhyDis1	S6	64113100	64161900	4	4	0.33	0.16	0.35
mPhyDis1	S6	64402300	64440400	5	11	0.22	0.15	0.29
mPhyDis1	S6	65315300	65329200	13	21	0.13	0.50	0.53
mPhyDis1	S6	65620800	65639300	5	5	0.07	0.00	0.07
mPhyDis1	S6	69832800	69836700	4	4	0.16	0.00	0.16
mPhyDis1	S6	70031800	70036400	5	5	0.16	0.35	0.46
mPhyDis1	S6	101321300	101330900	8	12	0.04	0.52	0.54
mPhyDis1	S6	102790600	102803100	4	4	0.46	0.11	0.53
mPhyDis1	S6	102969300	103009800	4	4	0.28	0.11	0.30
mPhyDis1	S6	106857000	106870200	4	4	0.35	0.27	0.38
mPhyDis1	S6	123416600	123453700	4	4	0.31	0.14	0.38
mPhyDis1	S6	124047100	124061700	4	4	0.31	0.08	0.32
mPhyDis1	S6	125524600	125545100	4	4	0.56	0.13	0.61
mPhyDis1	S6	125556200	125568200	4	4	0.11	0.13	0.15
mPhyDis1	S6	125714400	125718500	4	4	0.51	0.08	0.56
mPhyDis1	S6	125766300	125814000	4	4	0.50	0.17	0.54
mPhyDis1	S6	125999000	126031700	4	4	0.40	0.36	0.50
mPhyDis1	S6	157722100	157741500	7	7	0.47	0.32	0.49
mPhyDis1	S6	157780100	157793200	6	6	0.39	0.15	0.43
mPhyDis1	S6	157892100	157913100	4	4	0.48	0.13	0.49
mPhyDis1	S6	158345100	158357100	6	6	0.22	0.10	0.25
mPhyDis1	S6	158403900	158416600	4	4	0.20	0.18	0.29
mPhyDis1	S6	158443100	158452100	5	5	0.25	0.04	0.25
mPhyDis1	S6	158468500	158490000	4	7	0.19	0.08	0.23
mPhyDis1	S6	158534100	158548600	4	6	0.25	0.22	0.33
mPhyDis1	S6	158556100	158570300	4	4	0.31	0.22	0.43
mPhyDis1	S6	158665500	158680600	4	4	0.16	0.07	0.20
mPhyDis1	S6	160657900	160673400	4	4	0.40	0.11	0.44
mPhyDis1	S6	160766300	160781200	4	4	0.51	0.22	0.51
mPhyDis1	S6	160789300	160807800	4	4	0.48	0.11	0.54
mPhyDis1	S6	161977200	162042400	5	5	0.49	0.20	0.50
mPhyDis1	S6	163126500	163143300	9	9	0.34	0.12	0.36
mPhyDis1	S6	163312800	163323100	5	5	0.19	0.10	0.20
mPhyDis1	S6	163412500	163417400	5	5	0.00	0.00	0.00
mPhyDis1	S6	169050600	169056200	5	5	0.12	0.03	0.12
mPhyDis1	S6	171677700	171686600	6	6	0.13	0.01	0.13
mPhyDis1	S7	54000	60900	9	9	0.14	0.04	0.18
mPhyDis1	S7	34220800	34272400	10	21	0.35	0.13	0.37
mPhyDis1	S7	82807600	82817200	10	10	0.37	0.79	0.82
mPhyDis1	S7	139236900	139244300	7	7	0.25	0.08	0.27
mPhyDis1	S8	56040600	56084300	4	4	0.43	0.30	0.53
mPhyDis1	S8	59199200	59278100	4	9	0.33	0.21	0.38
mPhyDis1	S8	65416800	65428100	21	21	0.10	0.39	0.41
mPhyDis1	S8	71742600	71747600	6	6	0.13	0.02	0.14
mPhyDis1	S8	75232200	75238900	14	14	0.17	0.06	0.19
mPhyDis1	S8	75450700	75467200	4	4	0.46	0.16	0.47
mPhyDis1	X	34006400	34007300	4	4	0.46	0.00	0.46
mPhyDis1	X	38185300	38195500	4	4	0.56	0.27	0.60
mPhyDis1	X	38208900	38223900	5	5	0.48	0.04	0.49
mPhyDis1	X	38533600	38538800	4	4	0.48	0.08	0.48
mPhyDis1	X	67389800	67393100	6	6	0.07	0.00	0.07
mPhyDis1	X	107318400	107342100	4	21	0.19	0.05	0.21
mPhyDis1	S10	0	13200	5	16	0.27	0.24	0.37
mPhyDis1	S10	41727800	41739700	10	18	0.16	0.46	0.48
mPhyDis1	S10	51074700	51087500	4	4	0.54	0.26	0.60
mPhyDis1	S10	75950500	75963900	13	21	0.11	0.47	0.48
mPhyDis1	S10	104347600	104350100	21	21	0.24	0.31	0.43
mPhyDis1	S11	33010400	33016800	21	21	0.38	0.05	0.41
mPhyDis1	S11	58825900	58828500	21	21	0.00	0.48	0.48
mPhyDis1	S11	58831300	58841800	13	21	0.00	0.26	0.26
mPhyDis1	S11	58862800	58869000	21	21	0.93	0.99	1.00
mPhyDis1	S11	72160700	72188600	5	7	0.12	0.35	0.37
mPhyDis1	S11	86362400	86393500	4	4	0.26	0.05	0.26
mPhyDis1	S11	95622500	95630400	6	6	0.23	0.11	0.26
mPhyDis1	S12	32726900	32728500	9	9	0.21	0.06	0.21
mPhyDis1	S12	33377000	33379800	5	5	0.19	0.58	0.68
mPhyDis1	S12	48218100	48218600	7	7	0.00	0.93	0.93
mPhyDis1	S12	95079800	95102000	9	21	0.27	0.17	0.34
mPhyDis1	S12	95177400	95183300	21	21	0.00	0.00	0.00
mPhyDis1	S13	41024600	41038700	5	9	0.21	0.12	0.27
mPhyDis1	S13	41041800	41048800	4	4	0.22	0.06	0.26
mPhyDis1	S13	58701200	58710300	4	4	0.50	0.03	0.50
mPhyDis1	S13	58733900	58748400	4	6	0.27	0.02	0.27
mPhyDis1	S13	59049700	59069600	4	4	0.15	0.02	0.17
mPhyDis1	S13	59429600	59441200	4	4	0.41	0.05	0.41
mPhyDis1	S13	60054600	60074600	4	4	0.27	0.05	0.29
mPhyDis1	S13	62964500	62977200	5	5	0.34	0.24	0.37
mPhyDis1	S13	74396500	74404300	21	21	0.18	0.36	0.41
mPhyDis1	S13	77027500	77039900	13	21	0.00	0.23	0.23
mPhyDis1	S14	1024600	1042000	4	7	0.34	0.19	0.38
mPhyDis1	S14	1094600	1132600	4	11	0.32	0.12	0.36
mPhyDis1	S14	1475200	1499000	4	4	0.35	0.08	0.37
mPhyDis1	S14	2648700	2649800	6	6	0.00	0.89	0.89
mPhyDis1	S14	2950000	2954800	6	6	0.41	0.00	0.41
mPhyDis1	S14	3555900	3565800	12	21	0.14	0.38	0.43
mPhyDis1	S14	8246700	8272600	12	21	0.34	0.25	0.35
mPhyDis1	S14	8279200	8281900	6	6	0.27	0.04	0.29
mPhyDis1	S14	8288300	8296300	6	6	0.05	0.04	0.06
mPhyDis1	S14	10316400	10402600	4	8	0.40	0.12	0.44
mPhyDis1	S14	10409200	10435400	5	5	0.36	0.07	0.37
mPhyDis1	S14	10453100	10505000	4	6	0.43	0.18	0.49
mPhyDis1	S14	10549600	10565700	4	4	0.35	0.08	0.37
mPhyDis1	S14	10679100	10708200	4	7	0.35	0.11	0.38
mPhyDis1	S14	10749100	10797300	4	5	0.37	0.10	0.39
mPhyDis1	S14	10929300	10939200	6	6	0.26	0.05	0.30
mPhyDis1	S14	10972400	11078000	4	9	0.35	0.14	0.39
mPhyDis1	S14	11083900	11097700	4	4	0.29	0.03	0.31
mPhyDis1	S14	11453400	11471600	5	5	0.22	0.03	0.23
mPhyDis1	S14	11576800	11589100	5	5	0.19	0.03	0.20
mPhyDis1	S14	11888500	11900400	5	5	0.16	0.00	0.16
mPhyDis1	S14	12948300	12982100	4	12	0.37	0.07	0.40
mPhyDis1	S14	13176300	13231800	4	17	0.25	0.06	0.27
mPhyDis1	S14	13232300	13239000	5	5	0.03	0.03	0.05
mPhyDis1	S14	13249300	13270500	5	7	0.17	0.09	0.20
mPhyDis1	S14	13579200	13692500	4	5	0.30	0.14	0.37
mPhyDis1	S14	13954200	13969100	5	5	0.33	0.06	0.35
mPhyDis1	S14	14055600	14090800	5	7	0.25	0.04	0.26
mPhyDis1	S14	14106400	14121500	4	4	0.15	0.18	0.30
mPhyDis1	S14	14745200	14760900	4	4	0.10	0.00	0.10
mPhyDis1	S14	18803400	18837700	5	21	0.36	0.18	0.43
mPhyDis1	S14	19590700	19628900	9	21	0.46	0.17	0.48
mPhyDis1	S14	23120300	23170100	4	12	0.25	0.23	0.32
mPhyDis1	S14	23234600	23245400	12	21	0.22	0.32	0.53
mPhyDis1	S14	23375000	23378500	8	8	0.64	0.04	0.64
mPhyDis1	S14	23388600	23415700	5	21	0.34	0.12	0.41
mPhyDis1	S14	23465900	23487300	4	11	0.37	0.15	0.45
mPhyDis1	S14	25487600	25502900	4	4	0.14	0.06	0.15
mPhyDis1	S14	30817500	30849400	4	6	0.29	0.30	0.38
mPhyDis1	S14	30866500	30884300	6	6	0.19	0.04	0.19
mPhyDis1	S14	30957700	30972100	6	12	0.24	0.00	0.24
mPhyDis1	S14	33038900	33050700	4	4	0.81	0.39	0.84
mPhyDis1	S14	33128200	33137100	6	6	0.81	0.04	0.82
mPhyDis1	S14	33195100	33263100	5	10	0.45	0.29	0.52
mPhyDis1	S14	33263600	33283600	4	4	0.72	0.15	0.76
mPhyDis1	S14	33299800	33324800	4	4	0.79	0.20	0.81
mPhyDis1	S14	45784200	45786600	10	10	0.00	0.00	0.00
mPhyDis1	S14	45808800	45820500	6	12	0.13	0.02	0.14
mPhyDis1	S14	77942500	77951300	15	21	0.19	0.19	0.35
mPhyDis1	S15	6356000	6367600	9	13	0.29	0.24	0.38
mPhyDis1	S15	6368100	6374600	6	9	0.26	0.03	0.28
mPhyDis1	S15	6387700	6389700	6	6	0.60	0.05	0.60
mPhyDis1	S15	12661700	12671200	8	21	0.17	0.04	0.18
mPhyDis1	S15	12678700	12711200	4	21	0.31	0.11	0.33
mPhyDis1	S15	12715500	12740900	6	21	0.13	0.04	0.14
mPhyDis1	S15	17653000	17660900	10	10	0.11	0.00	0.11
mPhyDis1	S15	17673500	17681400	5	5	0.40	0.02	0.41
mPhyDis1	S15	17689800	17691400	7	7	0.92	0.00	0.92
mPhyDis1	S15	27588300	27612200	5	9	0.18	0.06	0.20
mPhyDis1	S15	45865500	45895400	4	5	0.52	0.13	0.54
mPhyDis1	S15	52271700	52274900	9	21	0.00	0.89	0.89
mPhyDis1	S16	0	7700	7	21	0.00	0.05	0.05
mPhyDis1	S16	749400	804500	5	14	0.21	0.04	0.22
mPhyDis1	S16	813800	841700	5	5	0.32	0.19	0.37
mPhyDis1	S16	862200	875900	5	5	0.25	0.02	0.25
mPhyDis1	S16	887600	931600	5	15	0.28	0.07	0.30
mPhyDis1	S16	935300	955100	4	4	0.19	0.09	0.25
mPhyDis1	S16	961900	982700	14	21	0.19	0.05	0.22
mPhyDis1	S16	983200	1000000	11	21	0.21	0.05	0.23
mPhyDis1	S16	1045900	1055400	6	6	0.21	0.00	0.21
mPhyDis1	S16	1055900	1081000	4	6	0.22	0.01	0.23
mPhyDis1	S16	1086700	1135500	5	21	0.28	0.12	0.33
mPhyDis1	S16	1146200	1157700	7	12	0.05	0.14	0.19
mPhyDis1	S16	1158200	1170100	13	21	0.01	0.62	0.62
mPhyDis1	S16	1170600	1190900	4	21	0.05	0.54	0.58
mPhyDis1	S16	1195800	1207400	21	21	0.35	0.28	0.48
mPhyDis1	S16	1208600	1216800	21	21	0.08	0.00	0.08
mPhyDis1	S16	1217300	1241800	21	21	0.07	0.46	0.50
mPhyDis1	S16	1242300	1263700	8	21	0.18	0.30	0.40
mPhyDis1	S16	1264200	1285500	21	21	0.03	0.00	0.03
mPhyDis1	S16	1286100	1292900	8	13	0.59	0.24	0.62
mPhyDis1	S16	1315100	1337200	4	10	0.21	0.02	0.22
mPhyDis1	S16	1350600	1410900	10	18	0.32	0.09	0.34
mPhyDis1	S16	1411400	1437300	12	17	0.32	0.12	0.34
mPhyDis1	S16	1451500	1471600	4	13	0.41	0.33	0.46
mPhyDis1	S16	1474300	1500100	8	21	0.38	0.32	0.47
mPhyDis1	S16	1502800	1543800	5	21	0.28	0.10	0.32
mPhyDis1	S16	1549500	1566900	4	8	0.31	0.10	0.34
mPhyDis1	S16	1573300	1625900	5	16	0.35	0.08	0.36
mPhyDis1	S16	1626400	1652300	4	12	0.35	0.11	0.37
mPhyDis1	S16	1653900	1711000	7	21	0.37	0.16	0.40
mPhyDis1	S16	1718700	1738500	7	21	0.36	0.04	0.37
mPhyDis1	S16	1740000	1768500	9	21	0.31	0.07	0.32
mPhyDis1	S16	1769000	1784800	5	21	0.25	0.07	0.25
mPhyDis1	S16	1800000	1837700	4	4	0.33	0.16	0.37
mPhyDis1	S16	1844700	1872500	8	21	0.29	0.05	0.30
mPhyDis1	S16	1873000	1897000	9	19	0.30	0.04	0.31
mPhyDis1	S16	1897500	1905300	4	8	0.26	0.04	0.27
mPhyDis1	S16	1920900	1950000	5	7	0.23	0.07	0.24
mPhyDis1	S16	1956500	1973300	5	5	0.22	0.09	0.25
mPhyDis1	S16	1973800	1998700	4	7	0.25	0.06	0.27
mPhyDis1	S16	2024900	2034300	4	4	0.34	0.00	0.34
mPhyDis1	S16	2077400	2136200	4	7	0.29	0.15	0.35
mPhyDis1	S16	2136700	2182700	5	8	0.23	0.05	0.26
mPhyDis1	S16	2196000	2221600	6	9	0.23	0.07	0.27
mPhyDis1	S16	2231100	2244200	7	7	0.23	0.03	0.24
mPhyDis1	S16	2258800	2274600	6	8	0.27	0.04	0.30
mPhyDis1	S16	2307800	2362700	6	17	0.22	0.03	0.23
mPhyDis1	S16	2372900	2406700	5	11	0.16	0.13	0.24
mPhyDis1	S16	2407200	2429800	4	7	0.38	0.36	0.48
mPhyDis1	S16	2437100	2480000	6	14	0.22	0.04	0.23
mPhyDis1	S16	2484300	2506200	6	21	0.21	0.04	0.23
mPhyDis1	S16	2527300	2536600	11	11	0.21	0.04	0.25
mPhyDis1	S16	2598100	2607200	4	7	0.29	0.04	0.30
mPhyDis1	S16	2623000	2638500	4	9	0.16	0.02	0.17
mPhyDis1	S16	2700700	2709000	5	5	0.14	0.00	0.14
mPhyDis1	S16	2719200	2725500	4	4	0.00	0.00	0.00
mPhyDis1	S16	2744000	2763300	21	21	0.46	0.05	0.48
mPhyDis1	S16	17587400	17590500	14	14	0.18	0.25	0.36
mPhyDis1	S16	24161000	24172900	4	4	0.11	0.04	0.12
mPhyDis1	NW_021126256.1_ctg1	195400	211500	5	5	0.19	0.19	0.30
mPhyDis1	NW_021126256.1_ctg1	239000	249600	6	6	0.14	0.04	0.14
mPhyDis1	NW_021126256.1_ctg1	294200	305200	4	4	0.10	0.07	0.12
mPhyDis1	NW_021126256.1_ctg1	383100	398900	6	6	0.35	0.23	0.42
mPhyDis1	NW_021126256.1_ctg1	516000	527300	6	6	0.21	0.10	0.27
mPhyDis1	NW_021126256.1_ctg1	529000	532000	21	21	0.23	0.09	0.24
mPhyDis1	NW_021126256.1_ctg1	698300	716700	4	21	0.30	0.12	0.33
mPhyDis1	NC_040910.1_ctg1	0	43700	5	21	0.25	0.03	0.26
mPhyDis1	NC_040910.1_ctg1	104700	110400	6	6	0.33	0.04	0.34
mPhyDis1	NC_040910.1_ctg1	163400	178600	4	6	0.16	0.01	0.16
mPhyDis1	NC_040910.1_ctg1	184900	195200	8	8	0.19	0.06	0.24
mPhyDis1	NC_040910.1_ctg1	203700	262700	4	4	0.36	0.26	0.43
mPhyDis1	NC_040910.1_ctg1	352900	362400	21	21	0.00	0.90	0.90
mPhyDis1	NW_021126266.1_ctg1	59300	68800	5	5	0.26	0.00	0.26
mPhyDis1	NW_021126266.1_ctg1	77300	141700	4	4	0.21	0.05	0.23
mPhyDis1	NW_021126280.1_ctg1	0	8200	4	4	0.14	0.00	0.14
mPhyDis1	NW_021126289.1_ctg1	2900	40900	5	12	0.40	0.14	0.42
mPhyDis1	NW_021126291.1_ctg1	18300	35200	5	5	0.29	0.05	0.29
mPhyDis1	NW_021126293.1_ctg1	7500	23800	8	8	0.26	0.05	0.28
mPhyDis1	NW_021126307.1_ctg1	17100	66500	4	5	0.23	0.06	0.25
mPhyDis1	NW_021126307.1_ctg1	72500	76600	4	4	0.22	0.12	0.25
mPhyDis1	NW_021126307.1_ctg1	133500	176900	4	7	0.27	0.09	0.30
mPhyDis1	NW_021126307.1_ctg1	177600	223400	4	10	0.32	0.10	0.35
mPhyDis1	NW_021126311.1_ctg1	35700	61700	4	4	0.33	0.02	0.34
mPhyDis1	NW_021126311.1_ctg1	76600	149800	4	8	0.23	0.09	0.29
mPhyDis1	NW_021126311.1_ctg1	210100	237600	5	5	0.28	0.06	0.30
mPhyDis1	NW_021126311.1_ctg1	251800	270900	4	4	0.32	0.02	0.33
mPhyDis1	NW_021126311.1_ctg1	275900	316100	4	9	0.24	0.06	0.27
mPhyDis1	NW_021126311.1_ctg1	386600	407200	8	8	0.20	0.06	0.22
mPhyDis1	NW_021126319.1_ctg1	3800	11600	6	6	0.28	0.04	0.28
mPhyDis1	NW_021126319.1_ctg1	28300	46500	5	21	0.49	0.10	0.49
mPhyDis1	NW_021126319.1_ctg1	68600	87600	5	8	0.23	0.03	0.25
mPhyDis1	NW_021126319.1_ctg1	91900	103500	4	4	0.42	0.02	0.42
mPhyDis1	Y	3801000	3807600	7	7	0.36	0.08	0.38
mPhyDis1	NW_021126355.1_ctg1	0	25100	4	6	0.20	0.04	0.21
mPhyDis1	S12x	0	50500	4	21	0.05	0.01	0.05
mPhyDis1	S12x	163800	174400	4	21	0.00	0.00	0.00
mRhiFer1	scaffold_100_arrow_ctg1	0	38300	4	21	0.59	0.30	0.65
mRhiFer1	scaffold_101_arrow_ctg1	0	34500	5	13	0.59	0.36	0.71
mRhiFer1	scaffold_106_arrow_ctg1	0	14500	4	11	0.35	0.09	0.40
mRhiFer1	scaffold_106_arrow_ctg1	1256700	1261700	6	6	1.00	0.98	1.00
mRhiFer1	scaffold_106_arrow_ctg1	66915300	66935900	4	4	0.42	0.07	0.44
mRhiFer1	scaffold_106_arrow_ctg1_1	900	10900	6	21	0.15	0.24	0.37
mRhiFer1	scaffold_106_arrow_ctg1_1	5894200	5953500	4	4	0.50	0.22	0.51
mRhiFer1	scaffold_106_arrow_ctg1_1	8911200	8916100	7	7	0.09	0.23	0.30
mRhiFer1	scaffold_106_arrow_ctg1_1	9030000	9077000	5	10	0.43	0.08	0.45
mRhiFer1	scaffold_106_arrow_ctg1_1	9086000	9095400	4	4	0.75	0.13	0.76
mRhiFer1	scaffold_106_arrow_ctg1_1	9196100	9211400	4	4	0.66	0.09	0.70
mRhiFer1	scaffold_106_arrow_ctg1_1	9265000	9279000	6	11	0.23	0.03	0.25
mRhiFer1	scaffold_106_arrow_ctg1_1	31338900	31353200	8	14	0.14	0.00	0.14
mRhiFer1	scaffold_106_arrow_ctg1_1	33854200	33859500	8	8	1.00	0.99	1.00
mRhiFer1	scaffold_106_arrow_ctg1_1	82301300	82344200	4	4	0.08	0.01	0.09
mRhiFer1	scaffold_106_arrow_ctg1_1	82375200	82473400	4	4	0.07	0.01	0.08
mRhiFer1	scaffold_106_arrow_ctg1_1	83019400	83052300	4	4	0.05	0.00	0.05
mRhiFer1	scaffold_106_arrow_ctg1_1	83301200	83353800	4	4	0.04	0.00	0.04
mRhiFer1	scaffold_106_arrow_ctg1_1	83931400	83949100	6	6	0.36	0.10	0.44
mRhiFer1	scaffold_107_arrow_ctg1	1800	25900	7	10	0.14	0.35	0.48
mRhiFer1	scaffold_108_arrow_ctg1	2900	61200	4	4	0.11	0.03	0.12
mRhiFer1	scaffold_108_arrow_ctg1	344400	483600	4	4	0.15	0.03	0.16
mRhiFer1	scaffold_108_arrow_ctg1	514400	770100	4	4	0.09	0.02	0.10
mRhiFer1	scaffold_108_arrow_ctg1	799000	854500	4	4	0.10	0.01	0.10
mRhiFer1	scaffold_108_arrow_ctg1	956200	1236100	4	4	0.13	0.01	0.13
mRhiFer1	scaffold_109_arrow_ctg1	9400	17300	4	4	0.28	0.01	0.28
