clade	position	GC_mean	GC_se
Mammal	five-prime-30kb-3600bp	0.46431829352956544	0.01332767976480932
Mammal	five-prime-30kb-3700bp	0.4646240411826791	0.013225433803046995
Mammal	five-prime-30kb-3800bp	0.46494454461875745	0.013249505079931086
Mammal	five-prime-30kb-3900bp	0.464447268443375	0.013063466068697318
Mammal	five-prime-30kb-4000bp	0.46473057857784694	0.013202410594738931
Mammal	five-prime-30kb-4100bp	0.46553590940767714	0.01325749228488154
Mammal	five-prime-30kb-4200bp	0.4658337417654304	0.013259679095346501
Mammal	five-prime-30kb-4300bp	0.465224844081837	0.01298863528122346
Mammal	five-prime-30kb-4400bp	0.4657869801103716	0.01344368773474517
Mammal	five-prime-30kb-4500bp	0.46635651788146215	0.013474402843010425
Mammal	five-prime-30kb-4600bp	0.4662382688251969	0.013129771244357161
Mammal	five-prime-30kb-4700bp	0.4658077540135843	0.013416862458659343
Mammal	five-prime-30kb-4800bp	0.46618173840644617	0.013555339705746614
Mammal	five-prime-30kb-4900bp	0.4655204778147839	0.013346507557377443
Mammal	five-prime-30kb-5000bp	0.4658313932502906	0.013003875545461771
Mammal	five-prime-30kb-5100bp	0.4658355526754779	0.013238298814247807
Mammal	five-prime-30kb-5200bp	0.4659935326584903	0.013231329737476918
Mammal	five-prime-30kb-5300bp	0.4660739523940199	0.013418662585309096
Mammal	five-prime-30kb-5400bp	0.4655500307869226	0.01340099963654488
Mammal	five-prime-30kb-5500bp	0.4657885797530335	0.013538833213721119
Mammal	five-prime-30kb-5600bp	0.4659260639401324	0.013295347284543152
Mammal	five-prime-30kb-5700bp	0.4657588094816046	0.013187300747603773
Mammal	five-prime-30kb-5800bp	0.4661402115895702	0.013297124532725727
Mammal	five-prime-30kb-5900bp	0.46663990331322175	0.013556170496247202
Mammal	five-prime-30kb-6000bp	0.46667251974677926	0.013499706291247516
Mammal	five-prime-30kb-6100bp	0.467224099735882	0.01359171569117684
Mammal	five-prime-30kb-6200bp	0.46648764367680734	0.012998011353928961
Mammal	five-prime-30kb-6300bp	0.4668680832027005	0.013302392588456386
Mammal	five-prime-30kb-6400bp	0.46705728181247386	0.013047291757478619
Mammal	five-prime-30kb-6500bp	0.46710000344439384	0.012902957369163788
Mammal	five-prime-30kb-6600bp	0.4672518063091703	0.012952609383879652
Mammal	five-prime-30kb-6700bp	0.4669405354797051	0.013240134551415227
Mammal	five-prime-30kb-6800bp	0.4672122749367503	0.013362570953869746
Mammal	five-prime-30kb-6900bp	0.46740627155795517	0.012896898691779743
Mammal	five-prime-30kb-7000bp	0.4676067835921072	0.013261626915473891
Mammal	five-prime-30kb-7100bp	0.46753512240684	0.012972715103481256
Mammal	five-prime-30kb-7200bp	0.46686253225971935	0.013357482716358544
Mammal	five-prime-30kb-7300bp	0.46688804696652053	0.012757111517487927
Mammal	five-prime-30kb-7400bp	0.4666847879230207	0.013245328073222356
Mammal	five-prime-30kb-7500bp	0.4674667592750564	0.012959263205509868
Mammal	five-prime-30kb-7600bp	0.4679137404134547	0.01279650300518196
Mammal	five-prime-30kb-7700bp	0.4674073980194344	0.012852895149877157
Mammal	five-prime-30kb-7800bp	0.46739182197391554	0.012938021813231672
Mammal	five-prime-30kb-7900bp	0.46744538397154844	0.01322331607436418
Mammal	five-prime-30kb-8000bp	0.4679941916277611	0.013306019506005767
Mammal	five-prime-30kb-8100bp	0.4680933553750486	0.013422483655464728
Mammal	five-prime-30kb-8200bp	0.46789443558218125	0.013258277233972396
Mammal	five-prime-30kb-8300bp	0.46832431211942227	0.013369205990116439
Mammal	five-prime-30kb-8400bp	0.4682404900212034	0.013142086223979447
Mammal	five-prime-30kb-8500bp	0.46735493222427804	0.013035125650044952
Mammal	five-prime-30kb-8600bp	0.46754999900090427	0.013134267590082849
Mammal	five-prime-30kb-8700bp	0.46853897901537883	0.013155045310751486
Mammal	five-prime-30kb-8800bp	0.4682769329233044	0.013158144236375607
Mammal	five-prime-30kb-8900bp	0.46837802905356024	0.013156493514366405
Mammal	five-prime-30kb-9000bp	0.4680182741309697	0.013034585597831353
Mammal	five-prime-30kb-9100bp	0.46818466309748324	0.013508721559049105
Mammal	five-prime-30kb-9200bp	0.4684657249642743	0.013343579078652443
Mammal	five-prime-30kb-9300bp	0.46855350125867395	0.013330667643170738
Mammal	five-prime-30kb-9400bp	0.4682117713646412	0.013458407810282983
Mammal	five-prime-30kb-9500bp	0.4684647985876198	0.013262765188097532
Mammal	five-prime-30kb-9600bp	0.4684383497364731	0.01356398293331713
Mammal	five-prime-30kb-9700bp	0.46849128100950893	0.013505056459280065
Mammal	five-prime-30kb-9800bp	0.4682763988098023	0.013390763438019098
Mammal	five-prime-30kb-9900bp	0.46855925598241654	0.013172814865769666
Mammal	five-prime-30kb-10000bp	0.46868201292597345	0.013374043313977783
Mammal	five-prime-30kb-10100bp	0.46860080504654467	0.01298661048855827
Mammal	five-prime-30kb-10200bp	0.46781182523509457	0.012901665156002771
Mammal	five-prime-30kb-10300bp	0.4684952984458596	0.012860782697184908
Mammal	five-prime-30kb-10400bp	0.46814857242000374	0.013148410625573731
Mammal	five-prime-30kb-10500bp	0.4678307928864742	0.013086837617975482
Mammal	five-prime-30kb-10600bp	0.4680425051837875	0.012811341889804116
Mammal	five-prime-30kb-10700bp	0.4681982431771869	0.013210840531712523
Mammal	five-prime-30kb-10800bp	0.46789102955928363	0.013313671125353971
Mammal	five-prime-30kb-10900bp	0.46812346664985083	0.013053740104101768
Mammal	five-prime-30kb-11000bp	0.46835841317845284	0.01309868402620664
Mammal	five-prime-30kb-11100bp	0.4675252046515004	0.013168839735204345
Mammal	five-prime-30kb-11200bp	0.46819477538833953	0.012880075155891213
Mammal	five-prime-30kb-11300bp	0.46814538127442373	0.01312022333069384
Mammal	five-prime-30kb-11400bp	0.4683396940198254	0.012654841185348507
Mammal	five-prime-30kb-11500bp	0.4689614132719898	0.013018276871608187
Mammal	five-prime-30kb-11600bp	0.46881201943082323	0.013047684480175417
Mammal	five-prime-30kb-11700bp	0.46754350163774716	0.013137864890129487
Mammal	five-prime-30kb-11800bp	0.46827233650086764	0.012613835499208659
Mammal	five-prime-30kb-11900bp	0.4686007477099915	0.012958850336857996
Mammal	five-prime-30kb-12000bp	0.46844180976926486	0.012876362510861562
Mammal	five-prime-30kb-12100bp	0.46849009267117714	0.012775097663903936
Mammal	five-prime-30kb-12200bp	0.46785623444730917	0.013216537719124734
Mammal	five-prime-30kb-12300bp	0.46778735409476857	0.01290315206389957
Mammal	five-prime-30kb-12400bp	0.46817313983283143	0.01288083789037185
Mammal	five-prime-30kb-12500bp	0.467607627859137	0.01296511952009647
Mammal	five-prime-30kb-12600bp	0.4681176947620732	0.01277182832038042
Mammal	five-prime-30kb-12700bp	0.4680413864206887	0.012850986813674265
Mammal	five-prime-30kb-12800bp	0.46825642356915254	0.012883164413960183
Mammal	five-prime-30kb-12900bp	0.468617419308442	0.012817936145681282
Mammal	five-prime-30kb-13000bp	0.46817354877375517	0.012980871687741613
Mammal	five-prime-30kb-13100bp	0.4685711677287744	0.012644473281834104
Mammal	five-prime-30kb-13200bp	0.4681791556362166	0.012878535364927243
Mammal	five-prime-30kb-13300bp	0.4687194681500844	0.012892820780799102
Mammal	five-prime-30kb-13400bp	0.4683467794486027	0.012834371223073572
Mammal	five-prime-30kb-13500bp	0.4681951272943823	0.012965337525302077
Mammal	five-prime-30kb-13600bp	0.46846366596737704	0.012819037764062437
Mammal	five-prime-30kb-13700bp	0.46856517043825735	0.01294419581714076
Mammal	five-prime-30kb-13800bp	0.46824469635389804	0.012791143081085534
Mammal	five-prime-30kb-13900bp	0.4690979730240404	0.012820736939127065
Mammal	five-prime-30kb-14000bp	0.468296098661466	0.013055432407949721
Mammal	five-prime-30kb-14100bp	0.4681488185456004	0.01259937211699462
Mammal	five-prime-30kb-14200bp	0.468321652328153	0.012890835643858924
Mammal	five-prime-30kb-14300bp	0.4685133850866907	0.012723928737650412
Mammal	five-prime-30kb-14400bp	0.4689786064322969	0.013095631316653386
Mammal	five-prime-30kb-14500bp	0.4688836138047621	0.013217628208132843
Mammal	five-prime-30kb-14600bp	0.4683416242208562	0.013099418197980581
Mammal	five-prime-30kb-14700bp	0.46888150313502275	0.01285711148132076
Mammal	five-prime-30kb-14800bp	0.46832266573541825	0.01294975343781445
Mammal	five-prime-30kb-14900bp	0.46910068378109065	0.012779196161038092
Mammal	five-prime-30kb-15000bp	0.46841375161905774	0.01264117317875337
Mammal	five-prime-30kb-15100bp	0.4684063442568767	0.012830136819256075
Mammal	five-prime-30kb-15200bp	0.4682522197772059	0.012911246793583058
Mammal	five-prime-30kb-15300bp	0.4685672342634835	0.012978961966199765
Mammal	five-prime-30kb-15400bp	0.46881308650137327	0.012972789572505528
Mammal	five-prime-30kb-15500bp	0.46848499597454074	0.012816297239363028
Mammal	five-prime-30kb-15600bp	0.4688856544944605	0.0125266592761145
Mammal	five-prime-30kb-15700bp	0.46868080087188013	0.012780602016838304
Mammal	five-prime-30kb-15800bp	0.46820415944961175	0.012892044788663612
Mammal	five-prime-30kb-15900bp	0.4682345165881822	0.012747632999614667
Mammal	five-prime-30kb-16000bp	0.4683734226949957	0.012832351840530231
Mammal	five-prime-30kb-16100bp	0.46816880009829537	0.012878858063602918
Mammal	five-prime-30kb-16200bp	0.4687478011007883	0.013054199371835518
Mammal	five-prime-30kb-16300bp	0.4687619290718698	0.01288677104116295
Mammal	five-prime-30kb-16400bp	0.46852869359950705	0.012764919482589286
Mammal	five-prime-30kb-16500bp	0.46825583922650416	0.012677779394790976
Mammal	five-prime-30kb-16600bp	0.4685490351167304	0.012796365048087125
Mammal	five-prime-30kb-16700bp	0.4680917070125615	0.012986566013287147
Mammal	five-prime-30kb-16800bp	0.4684489444692791	0.012776182926066486
Mammal	five-prime-30kb-16900bp	0.46790519265420244	0.012521759299770667
Mammal	five-prime-30kb-17000bp	0.4689720650641083	0.012996848526800154
Mammal	five-prime-30kb-17100bp	0.4686042259215144	0.012877986206590333
Mammal	five-prime-30kb-17200bp	0.46821942258470733	0.013065249903118562
Mammal	five-prime-30kb-17300bp	0.4683471987272491	0.012914898195800882
Mammal	five-prime-30kb-17400bp	0.46872223225298976	0.012432629313751187
Mammal	five-prime-30kb-17500bp	0.46860342203989463	0.012803467771059212
Mammal	five-prime-30kb-17600bp	0.468849228995509	0.012632478215943625
Mammal	five-prime-30kb-17700bp	0.46892178965979975	0.012808557172902406
Mammal	five-prime-30kb-17800bp	0.46836897277180467	0.012638032434159466
Mammal	five-prime-30kb-17900bp	0.468047965936799	0.01300859826978646
Mammal	five-prime-30kb-18000bp	0.46881761844779074	0.012930024281150226
Mammal	five-prime-30kb-18100bp	0.46860894482632437	0.012500337921263802
Mammal	five-prime-30kb-18200bp	0.46869114635630055	0.012757526245672038
Mammal	five-prime-30kb-18300bp	0.4683800835043065	0.01292429234007831
Mammal	five-prime-30kb-18400bp	0.4689652965144864	0.012886120251622417
Mammal	five-prime-30kb-18500bp	0.4690845681122614	0.012483623891610068
Mammal	five-prime-30kb-18600bp	0.46865896854714256	0.012600204970044607
Mammal	five-prime-30kb-18700bp	0.4684014780164471	0.012451225809163413
Mammal	five-prime-30kb-18800bp	0.46885796361424525	0.012514798490973436
Mammal	five-prime-30kb-18900bp	0.4692171554855064	0.012705367652875653
Mammal	five-prime-30kb-19000bp	0.46867573694482384	0.012554958430077338
Mammal	five-prime-30kb-19100bp	0.46896437184183404	0.013061922327723595
Mammal	five-prime-30kb-19200bp	0.46922791507659806	0.012963711315508105
Mammal	five-prime-30kb-19300bp	0.4688766710515091	0.01290311540316917
Mammal	five-prime-30kb-19400bp	0.46775078027355127	0.01334916475508408
Mammal	five-prime-30kb-19500bp	0.4684095204946288	0.01292393615034465
Mammal	five-prime-30kb-19600bp	0.46832024988941157	0.012905291911560911
Mammal	five-prime-30kb-19700bp	0.4679311337896511	0.013011578086529545
Mammal	five-prime-30kb-19800bp	0.4686149939008912	0.013270592915604574
Mammal	five-prime-30kb-19900bp	0.46914265836816826	0.012888190581189375
Mammal	five-prime-30kb-20000bp	0.46941493180131655	0.013061611062740128
Mammal	five-prime-30kb-20100bp	0.4686315627860528	0.012790953618023173
Mammal	five-prime-30kb-20200bp	0.469292986919994	0.012620043086655224
Mammal	five-prime-30kb-20300bp	0.46879928013625743	0.01290758283120493
Mammal	five-prime-30kb-20400bp	0.4690461684976214	0.012928880057938616
Mammal	five-prime-30kb-20500bp	0.4688821016211282	0.0128948989452454
Mammal	five-prime-30kb-20600bp	0.4687929103882946	0.012414130547359606
Mammal	five-prime-30kb-20700bp	0.4695549527750575	0.012812039817671242
Mammal	five-prime-30kb-20800bp	0.4688543273674899	0.01242476296216859
Mammal	five-prime-30kb-20900bp	0.46851735830980373	0.01276190850010499
Mammal	five-prime-30kb-21000bp	0.4683168541160841	0.012920307768171211
Mammal	five-prime-30kb-21100bp	0.4686232035863678	0.012803921497167536
Mammal	five-prime-30kb-21200bp	0.4685736957113169	0.012884077840320092
Mammal	five-prime-30kb-21300bp	0.4690714858202422	0.012776194067080873
Mammal	five-prime-30kb-21400bp	0.4686021612690242	0.012847697816226416
Mammal	five-prime-30kb-21500bp	0.4682972111764737	0.013304159109416017
Mammal	five-prime-30kb-21600bp	0.46890368534155347	0.013290078147397523
Mammal	five-prime-30kb-21700bp	0.4687723539432072	0.01293918986158122
Mammal	five-prime-30kb-21800bp	0.46879960613550775	0.012823899957346221
Mammal	five-prime-30kb-21900bp	0.46846367010575896	0.013156592478828862
Mammal	five-prime-30kb-22000bp	0.46822705229144407	0.013066319578698984
Mammal	five-prime-30kb-22100bp	0.4689739081048557	0.013120424005911204
Mammal	five-prime-30kb-22200bp	0.468589118494566	0.012880759470091886
Mammal	five-prime-30kb-22300bp	0.4689382217114672	0.01304701106829915
Mammal	five-prime-30kb-22400bp	0.46911527706165956	0.012589784257989962
Mammal	five-prime-30kb-22500bp	0.4685717168721255	0.012594398187787835
Mammal	five-prime-30kb-22600bp	0.46929218856029514	0.012488947099954394
Mammal	five-prime-30kb-22700bp	0.46898721837582535	0.012284259982879448
Mammal	five-prime-30kb-22800bp	0.4692670790828687	0.012304564057573854
Mammal	five-prime-30kb-22900bp	0.4690107341597811	0.012603015440649828
Mammal	five-prime-30kb-23000bp	0.46884794831630794	0.012839981639258499
Mammal	five-prime-30kb-23100bp	0.4691781656250667	0.012736325558522953
Mammal	five-prime-30kb-23200bp	0.4690969040380216	0.012509327523857881
Mammal	five-prime-30kb-23300bp	0.46854091696126476	0.012867174546012739
Mammal	five-prime-30kb-23400bp	0.4690215877963015	0.012592981865644089
Mammal	five-prime-30kb-23500bp	0.46935974231748573	0.01257461995898343
Mammal	five-prime-30kb-23600bp	0.4696677016600575	0.012489252368625695
Mammal	five-prime-30kb-23700bp	0.46897929751408407	0.012544265253122263
Mammal	five-prime-30kb-23800bp	0.4694443853137164	0.012291300756007772
Mammal	five-prime-30kb-23900bp	0.46864278440372426	0.012610614287496574
Mammal	five-prime-30kb-24000bp	0.46841163875580466	0.01297803690946176
Mammal	five-prime-30kb-24100bp	0.46895675286965216	0.012642447401430994
Mammal	five-prime-30kb-24200bp	0.46832698028156494	0.012746848504052577
Mammal	five-prime-30kb-24300bp	0.4681398364418363	0.012885415715427504
Mammal	five-prime-30kb-24400bp	0.4686008378517197	0.012752059299663604
Mammal	five-prime-30kb-24500bp	0.4684149626354056	0.012638624890306729
Mammal	five-prime-30kb-24600bp	0.468824975930919	0.012544955384727913
Mammal	five-prime-30kb-24700bp	0.468738943020814	0.012697643548417818
Mammal	five-prime-30kb-24800bp	0.46851879404320107	0.012703198804513498
Mammal	five-prime-30kb-24900bp	0.468474455042229	0.012730055948463158
Mammal	five-prime-30kb-25000bp	0.46867223339404945	0.012835205629367897
Mammal	five-prime-30kb-25100bp	0.4685716127853171	0.013072480685206377
Mammal	five-prime-30kb-25200bp	0.46855690164515584	0.012870124380818547
Mammal	five-prime-30kb-25300bp	0.46836271810747887	0.013018617522399504
Mammal	five-prime-30kb-25400bp	0.46873699160759064	0.01290117589909916
Mammal	five-prime-30kb-25500bp	0.4687017643096479	0.013020635157705232
Mammal	five-prime-30kb-25600bp	0.4686307102206614	0.012989225803105933
Mammal	five-prime-30kb-25700bp	0.4688443126300056	0.012874978108246364
Mammal	five-prime-30kb-25800bp	0.4686787864284021	0.013096718103313407
Mammal	five-prime-30kb-25900bp	0.4689445988276997	0.012849884396804278
Mammal	five-prime-30kb-26000bp	0.46945588129968663	0.01274139137391657
Mammal	five-prime-30kb-26100bp	0.4686760379831738	0.01309537674863017
Mammal	five-prime-30kb-26200bp	0.46832617975021595	0.013078600420395546
Mammal	five-prime-30kb-26300bp	0.4681987890346503	0.012898781214790631
Mammal	five-prime-30kb-26400bp	0.46924539002510174	0.012834821782378129
Mammal	five-prime-30kb-26500bp	0.46885158303939484	0.013058677098401266
Mammal	five-prime-30kb-26600bp	0.4688985695711825	0.013169210606941656
Mammal	five-prime-30kb-26700bp	0.4687671931845288	0.013181851789559102
Mammal	five-prime-30kb-26800bp	0.4685856938606106	0.013017167457088532
Mammal	five-prime-30kb-26900bp	0.46896217113440497	0.01260152721574975
Mammal	five-prime-30kb-27000bp	0.46908416763382693	0.012875097553980412
Mammal	five-prime-30kb-27100bp	0.4686358300324532	0.013051981676015696
Mammal	five-prime-30kb-27200bp	0.4690555874409115	0.012807527431054837
Mammal	five-prime-30kb-27300bp	0.4683393917861601	0.012982455734025034
Mammal	five-prime-30kb-27400bp	0.4686298859290692	0.012653044581740375
Mammal	five-prime-30kb-27500bp	0.4683514428219827	0.012807700845577235
Mammal	five-prime-30kb-27600bp	0.4692196780573767	0.012748367768138024
Mammal	five-prime-30kb-27700bp	0.4683500155405237	0.012841301558374
Mammal	five-prime-30kb-27800bp	0.468660227376781	0.01284661514593345
Mammal	five-prime-30kb-27900bp	0.46860002121338107	0.012643695490708403
Mammal	five-prime-30kb-28000bp	0.4687557085710002	0.012543765480057608
Mammal	five-prime-30kb-28100bp	0.46773577474487793	0.012719189931989625
Mammal	five-prime-30kb-28200bp	0.4682175820042348	0.012626729480680525
Mammal	five-prime-30kb-28300bp	0.4686674662629285	0.012624042056629687
Mammal	five-prime-30kb-28400bp	0.46920432164024056	0.012771927965258641
Mammal	five-prime-30kb-28500bp	0.46943715872998065	0.012498325949095793
Mammal	five-prime-30kb-28600bp	0.4684657772956775	0.012693016791987909
Mammal	five-prime-30kb-28700bp	0.4689907173443096	0.012537444525824525
Mammal	five-prime-30kb-28800bp	0.46860290616011346	0.012381518407937607
Mammal	five-prime-30kb-28900bp	0.46872884942630433	0.012788016285991572
Mammal	five-prime-30kb-29000bp	0.46871197252061686	0.012619743689892628
Mammal	five-prime-30kb-29100bp	0.4684640964431556	0.012546382038552973
Mammal	five-prime-30kb-29200bp	0.4679566842881259	0.012605652240696479
Mammal	five-prime-30kb-29300bp	0.4687273534717964	0.012443610384693908
Mammal	five-prime-30kb-29400bp	0.4688128589501141	0.012487999004361735
Mammal	five-prime-30kb-29500bp	0.4684093229200994	0.012408576994227644
Mammal	five-prime-30kb-29600bp	0.4688594009363681	0.012482995385949523
Mammal	five-prime-30kb-29700bp	0.46949564213697487	0.012538589125339157
Mammal	five-prime-30kb-29800bp	0.4688413073982495	0.01261026018928822
Mammal	five-prime-30kb-29900bp	0.4682858613977579	0.012651002067373306
Mammal	five-prime-30kb-30000bp	0.46875004078039634	0.01232808597351418
Mammal	three-prime-30kb-100bp	0.4747540605744487	0.01809752546064541
Mammal	three-prime-30kb-200bp	0.4823596989824617	0.014997406843836844
Mammal	three-prime-30kb-300bp	0.48130731323345743	0.01367385552883673
Mammal	three-prime-30kb-400bp	0.4826179814450518	0.012827332816086051
Mammal	three-prime-30kb-500bp	0.48303785948419264	0.012533283611838517
Mammal	three-prime-30kb-600bp	0.48356810897855823	0.011853554058980692
Mammal	three-prime-30kb-700bp	0.4840257043732263	0.011694934246728744
Mammal	three-prime-30kb-800bp	0.48403628826866907	0.011528445328922084
Mammal	three-prime-30kb-900bp	0.4839550178267434	0.011378698746032171
Mammal	three-prime-30kb-1000bp	0.4845606415626372	0.011683480598720784
Mammal	three-prime-30kb-1100bp	0.48515248244765485	0.011564260288045462
Mammal	three-prime-30kb-1200bp	0.4844243606869913	0.011190043153880181
Mammal	three-prime-30kb-1300bp	0.4841737887112733	0.011077436257972435
Mammal	three-prime-30kb-1400bp	0.4843265893302473	0.01125693292961828
Mammal	three-prime-30kb-1500bp	0.4846340036500801	0.011073914917832255
Mammal	three-prime-30kb-1600bp	0.48477839127767874	0.010757793267776997
Mammal	three-prime-30kb-1700bp	0.4842919336286919	0.010801442971756605
Mammal	three-prime-30kb-1800bp	0.4842283225523783	0.010733239226868484
Mammal	three-prime-30kb-1900bp	0.4839555990476148	0.010784452253307977
Mammal	three-prime-30kb-2000bp	0.4835894571038484	0.011228602052993888
Mammal	three-prime-30kb-2100bp	0.4838034666703376	0.011225032345554092
Mammal	three-prime-30kb-2200bp	0.48409886846357175	0.011111149847263602
Mammal	three-prime-30kb-2300bp	0.4834179691467824	0.011601368450636019
Mammal	three-prime-30kb-2400bp	0.48392380134041774	0.01102748850262819
Mammal	three-prime-30kb-2500bp	0.4840270000868942	0.01108751735314398
Mammal	three-prime-30kb-2600bp	0.4840726874527463	0.011317881249663252
Mammal	three-prime-30kb-2700bp	0.4844965544119407	0.011295062170106345
Mammal	three-prime-30kb-2800bp	0.4844295186882096	0.011350839860946755
Mammal	three-prime-30kb-2900bp	0.4847966163523597	0.01122492138592312
Mammal	three-prime-30kb-3000bp	0.4844791156050734	0.011664564788960398
Mammal	three-prime-30kb-3100bp	0.4843615652021227	0.011796034703965397
Mammal	three-prime-30kb-3200bp	0.4842595274720063	0.0114645042803339
Mammal	three-prime-30kb-3300bp	0.48413446290724454	0.011495319193545605
Mammal	three-prime-30kb-3400bp	0.4840996284976943	0.011420846134573082
Mammal	three-prime-30kb-3500bp	0.484921625684165	0.011692779713683677
Mammal	three-prime-30kb-3600bp	0.48463303182707845	0.01205889266982898
Mammal	three-prime-30kb-3700bp	0.4839254201719313	0.011692605344065327
Mammal	three-prime-30kb-3800bp	0.48397499229625046	0.011629402122063537
Mammal	three-prime-30kb-3900bp	0.48442445878941087	0.011663357031888606
Mammal	three-prime-30kb-4000bp	0.48383351909825584	0.011751954033428758
Mammal	three-prime-30kb-4100bp	0.4851923634273811	0.01171341239845293
Mammal	three-prime-30kb-4200bp	0.4851868820867321	0.011814155185391539
Mammal	three-prime-30kb-4300bp	0.4846061034459145	0.011613025672598028
Mammal	three-prime-30kb-4400bp	0.4842828769011438	0.011761026424568647
Mammal	three-prime-30kb-4500bp	0.4846071670229962	0.01208617862695005
Mammal	three-prime-30kb-4600bp	0.48419916723969436	0.011958530894005854
Mammal	three-prime-30kb-4700bp	0.4835234534817893	0.011960574845470457
Mammal	three-prime-30kb-4800bp	0.48356196814773067	0.011913728085209796
Mammal	three-prime-30kb-4900bp	0.4832388136773987	0.011600482909705447
Mammal	three-prime-30kb-5000bp	0.48370314417781257	0.011763929174270084
Mammal	three-prime-30kb-5100bp	0.483563092843432	0.012027809368695496
Mammal	three-prime-30kb-5200bp	0.4832057048984685	0.012061531233105098
Mammal	three-prime-30kb-5300bp	0.4832105389156977	0.011721970801931414
Mammal	three-prime-30kb-5400bp	0.48330098609556615	0.011888549472705913
Mammal	three-prime-30kb-5500bp	0.4833631972420704	0.011847807264327043
Mammal	three-prime-30kb-5600bp	0.48371119319931655	0.011905079639035249
Mammal	three-prime-30kb-5700bp	0.4833314194472975	0.01173586991633868
Mammal	three-prime-30kb-5800bp	0.4832284157366226	0.011980234314686157
Mammal	three-prime-30kb-5900bp	0.48378593796082914	0.011916994149403828
Mammal	three-prime-30kb-6000bp	0.48376567668439624	0.011412270362131806
Mammal	three-prime-30kb-6100bp	0.48361329350992144	0.011565081846006733
Mammal	three-prime-30kb-6200bp	0.484304454838832	0.011832832644918849
Mammal	three-prime-30kb-6300bp	0.48403824974361126	0.012051889993153743
Mammal	three-prime-30kb-6400bp	0.48446050179924705	0.011819089332016025
Mammal	three-prime-30kb-6500bp	0.48359307836265525	0.011760006290480565
Mammal	three-prime-30kb-6600bp	0.4828843376828559	0.011822940304042415
Mammal	three-prime-30kb-6700bp	0.48334292557623365	0.01183218089937353
Mammal	three-prime-30kb-6800bp	0.4832549377703821	0.011741776962175515
Mammal	three-prime-30kb-6900bp	0.48320988353450317	0.01207511530888731
Mammal	three-prime-30kb-7000bp	0.48365265573447863	0.011800609716995678
