start1	end1	start2	end2	col
2275748988	2275748988	1719385992	1719385992	20
4073745065	4073745065	3494345656	3494345656	20
4068021071	4068021071	3488858782	3488858782	20
4067344563	4067344563	3488240643	3488240643	20
4061196952	4061196952	3480948072	3480948072	20
4063369241	4063369241	3483567120	3483567120	20
285976826	285976826	974702415	974702415	20
4210880144	4210880144	2079530297	2079530297	20
2274576357	2274576357	1690530118	1690530118	20
2275408874	2275408874	1718956921	1718956921	20
2275271218	2275271218	1690175639	1690175639	20
2274807103	2274807103	1690418993	1690418993	20
2274530054	2274530054	1690637709	1690637709	20
4086516136	4086516136	3505408043	3505408043	20
4086410096	4086410096	3505285451	3505285451	20
4075250855	4075250855	3495834517	3495834517	20
4073773052	4073773052	3494377567	3494377567	20
4083548366	4083548366	3503195476	3503195476	20
4077262125	4077262125	3497886390	3497886390	20
4104969156	4104969156	3521225026	3521225026	20
4089754101	4089754101	3508600287	3508600287	20
4049785221	4049785221	3468519839	3468519839	20
4048732943	4048732943	3467487386	3467487386	20
4048664869	4048664869	3467407957	3467407957	20
4058075050	4058075050	3478318075	3478318075	20
4101235547	4101235547	3519135780	3519135780	20
4098843376	4098843376	3517036793	3517036793	20
4050540619	4050540619	3469147335	3469147335	20
4121706970	4121706970	3523788860	3523788860	20
4117831792	4117831792	3526441072	3526441072	20
4024820071	4024820071	3438278933	3438278933	20
4030187393	4030187393	3444004035	3444004035	20
4094974678	4094974678	3513678766	3513678766	20
4094849241	4094849241	3513472679	3513472679	20
4117993520	4117993520	3526361610	3526361610	20
2149230586	2149230586	1738107365	1738107365	19
2297069716	2297069716	1901958572	1901958572	19
2160840122	2160840122	1768787834	1768787834	19
2157774352	2157774352	1765621701	1765621701	19
2154204658	2154204658	1732810531	1732810531	19
2153901004	2153901004	1733139409	1733139409	19
2140813157	2140813157	1745332474	1745332474	19
2143137899	2143137899	1743265279	1743265279	19
2141949158	2141949158	1744672572	1744672572	19
2379356245	2379356245	1933875979	1933875979	19
2242764244	2242764244	1865161756	1865161756	19
2249484941	2249484941	1873490074	1873490074	19
3237654490	3237654490	2462608546	2462608546	19
2293250562	2293250562	1906442550	1906442550	19
2293809279	2293809279	1905832029	1905832029	19
2234231768	2234231768	1855674794	1855674794	19
2293043736	2293043736	1906572994	1906572994	19
2201830910	2201830910	1818801275	1818801275	19
2286041103	2286041103	1763534012	1763534012	19
2177187824	2177187824	1789277871	1789277871	19
2185376506	2185376506	1798385541	1798385541	19
2193212956	2193212956	1808954424	1808954424	19
2200498063	2200498063	1817395707	1817395707	19
2200003535	2200003535	1816863982	1816863982	19
2205307424	2205307424	1822401600	1822401600	19
2206166087	2206166087	1823157089	1823157089	19
2227820028	2227820028	1848449208	1848449208	19
2230901318	2230901318	1852273710	1852273710	19
2231706261	2231706261	1853222158	1853222158	19
2234010165	2234010165	1855397620	1855397620	19
121818434	121818434	1159446252	1159446252	18
123799099	123799099	1157175810	1157175810	18
128562687	128562687	1152400083	1152400083	18
129760533	129760533	1151165080	1151165080	18
136980410	136980410	1144253925	1144253925	18
144015302	144015302	1135652622	1135652622	18
180609097	180609097	1091070525	1091070525	18
115866011	115866011	1165937426	1165937426	18
109500669	109500669	1173365003	1173365003	18
98719606	98719606	1184813624	1184813624	18
98500923	98500923	1185071052	1185071052	18
94138926	94138926	1189012645	1189012645	18
86544033	86544033	1197584699	1197584699	18
158721136	158721136	1117590730	1117590730	18
141677023	141677023	1138089895	1138089895	18
187205875	187205875	1083962634	1083962634	18
250750087	250750087	1013883276	1013883276	18
264773320	264773320	998718212	998718212	18
256056689	256056689	1007812194	1007812194	18
255838524	255838524	1007986962	1007986962	18
255495395	255495395	1008371682	1008371682	18
250797420	250797420	1013853522	1013853522	18
262620806	262620806	1000930376	1000930376	18
234152500	234152500	1033697212	1033697212	18
232909089	232909089	1035244265	1035244265	18
224265626	224265626	1044252691	1044252691	18
206032240	206032240	1063407334	1063407334	18
192459305	192459305	1077661937	1077661937	18
190811795	190811795	1079832195	1079832195	18
684470236	684470236	1483502524	1483502524	17
712251744	712251744	1451456196	1451456196	17
702429694	702429694	1462863586	1462863586	17
701258649	701258649	1464039488	1464039488	17
692022469	692022469	1474361662	1474361662	17
689503504	689503504	1477131433	1477131433	17
659977484	659977484	1511215023	1511215023	17
667346660	667346660	1503297310	1503297310	17
660738026	660738026	1510296742	1510296742	17
659852018	659852018	1511373409	1511373409	17
621756094	621756094	1605554473	1605554473	17
719745745	719745745	1443484647	1443484647	17
718676500	718676500	1444480131	1444480131	17
588469581	588469581	1568958789	1568958789	17
721831636	721831636	1441355680	1441355680	17
734311760	734311760	1427328453	1427328453	17
799444030	799444030	1353118499	1353118499	17
605461379	605461379	1587292798	1587292798	17
571468687	571468687	1548404420	1548404420	17
580032389	580032389	1558989414	1558989414	17
623625328	623625328	1607708321	1607708321	17
653120603	653120603	1638769127	1638769127	17
534841882	534841882	1646763034	1646763034	17
541163850	541163850	1516465211	1516465211	17
539764392	539764392	1515086924	1515086924	17
600055036	600055036	1581710471	1581710471	17
621983130	621983130	1605814141	1605814141	17
662806579	662806579	1508031370	1508031370	17
627157578	627157578	1611645407	1611645407	17
108645267	108645267	3847233661	3847233661	17
4526432888	4526432888	3842808581	3842808581	17
4553466428	4553466428	3871551279	3871551279	17
4553534342	4553534342	3871651923	3871651923	17
4541841081	4541841081	3858231767	3858231767	17
4541678741	4541678741	3858079530	3858079530	17
4538410618	4538410618	3854029772	3854029772	17
4535980738	4535980738	3851683075	3851683075	17
4535186464	4535186464	3850806338	3850806338	17
4534435614	4534435614	3849846114	3849846114	17
4531021342	4531021342	3846192659	3846192659	17
4531615446	4531615446	3846792869	3846792869	17
4531867966	4531867966	3847138872	3847138872	17
4553353986	4553353986	3871405031	3871405031	17
4532447608	4532447608	3847753313	3847753313	17
4530532821	4530532821	3845653224	3845653224	17
4569179386	4569179386	3887284969	3887284969	17
4524885191	4524885191	3841344932	3841344932	17
4533443439	4533443439	3848760127	3848760127	17
4533883779	4533883779	3849340826	3849340826	17
4526367653	4526367653	3842728987	3842728987	17
4528871071	4528871071	3844355400	3844355400	17
4528621585	4528621585	3844070424	3844070424	17
4580019427	4580019427	3890671547	3890671547	17
4574456904	4574456904	3896948139	3896948139	17
4569555883	4569555883	3887727242	3887727242	17
2323060752	2323060752	1999841872	1999841872	16
2351212576	2351212576	1968558082	1968558082	16
2327830540	2327830540	1700890146	1700890146	16
2325765008	2325765008	1958191638	1958191638	16
2323122832	2323122832	1961025897	1961025897	16
2313632310	2313632310	1703822680	1703822680	16
2323002681	2323002681	1999778788	1999778788	16
2302555796	2302555796	1712449814	1712449814	16
2313389808	2313389808	1703901660	1703901660	16
2312534453	2312534453	1705109331	1705109331	16
2304970439	2304970439	1714992952	1714992952	16
2344338593	2344338593	1975718506	1975718506	16
2346271830	2346271830	1974009483	1974009483	16
2383967749	2383967749	1929145393	1929145393	16
2336517585	2336517585	1984141893	1984141893	16
2336437814	2336437814	3343019830	3343019830	16
2384714825	2384714825	1928490832	1928490832	16
2384230375	2384230375	1928932945	1928932945	16
2384155442	2384155442	1929046438	1929046438	16
2411091171	2411091171	1688944353	1688944353	16
2366431621	2366431621	1948485827	1948485827	16
2366875218	2366875218	1947971746	1947971746	16
2367115839	2367115839	1947840155	1947840155	16
2400261997	2400261997	1693088175	1693088175	16
2401611704	2401611704	1911394973	1911394973	16
2302121145	2302121145	1712064195	1712064195	16
2302288747	2302288747	1712217138	1712217138	16
2374946182	2374946182	1939492058	1939492058	16
2301823510	2301823510	1711712074	1711712074	16
4974682873	4974682873	4374405113	4374405113	16
2350859389	2350859389	1968956720	1968956720	16
4948152889	4948152889	4394979494	4394979494	16
4938888760	4938888760	4391967843	4391967843	16
4940378703	4940378703	4402014600	4402014600	16
4938847285	4938847285	4391987222	4391987222	16
4957177674	4957177674	4387673111	4387673111	16
4964452313	4964452313	4380316488	4380316488	16
4964617174	4964617174	4380207474	4380207474	16
4979656590	4979656590	4370825186	4370825186	16
4979455913	4979455913	4370873667	4370873667	16
4979228227	4979228227	4371353860	4371353860	16
4977795229	4977795229	4371876471	4371876471	16
4948310147	4948310147	4395147848	4395147848	16
4974651900	4974651900	4374374799	4374374799	16
55338288	55338288	1230402784	1230402784	16
4966226842	4966226842	4378666667	4378666667	16
2333813324	2333813324	1987230087	1987230087	16
24614063	24614063	1264808644	1264808644	16
36294879	36294879	1244332749	1244332749	16
14714473	14714473	1272942076	1272942076	16
55402969	55402969	1230344234	1230344234	16
55475270	55475270	1230282477	1230282477	16
56381577	56381577	1229530039	1229530039	16
74781497	74781497	1208428709	1208428709	16
77617143	77617143	1205673811	1205673811	16
3172486924	3172486924	2392305966	2392305966	15
3268726992	3268726992	2260933591	2260933591	15
3172527236	3172527236	2392327584	2392327584	15
3343925613	3343925613	2363916461	2363916461	15
1229420452	1229420452	2387599329	2387599329	15
3246048854	3246048854	2386932236	2386932236	15
3250403804	3250403804	2382844518	2382844518	15
3248318457	3248318457	2384919786	2384919786	15
3247444978	3247444978	2385557579	2385557579	15
3304301454	3304301454	2225986594	2225986594	15
3320123986	3320123986	2209682197	2209682197	15
3280500774	3280500774	2251969549	2251969549	15
3270181639	3270181639	2259804335	2259804335	15
3270210657	3270210657	2259619733	2259619733	15
3272600181	3272600181	2258567406	2258567406	15
3278140842	3278140842	2254222746	2254222746	15
3279914618	3279914618	2252683133	2252683133	15
3288788417	3288788417	2243348656	2243348656	15
3340074537	3340074537	2370233289	2370233289	15
943540219	943540219	510346616	510346616	15
952427402	952427402	520063477	520063477	15
3180874616	3180874616	2398560889	2398560889	15
3348181570	3348181570	2368298327	2368298327	15
3280603695	3280603695	2251912628	2251912628	15
3176755469	3176755469	2395143588	2395143588	15
3200140451	3200140451	2421560363	2421560363	15
3345664986	3345664986	2365288952	2365288952	15
3225038216	3225038216	2450036015	2450036015	15
3222292721	3222292721	2447181157	2447181157	15
3219668065	3219668065	2444126567	2444126567	15
3213561495	3213561495	2437463516	2437463516	15
3211899609	3211899609	2435442678	2435442678	15
3211127717	3211127717	2434457335	2434457335	15
3202993921	3202993921	2424960241	2424960241	15
3202767599	3202767599	2424654895	2424654895	15
3201060617	3201060617	2422771839	2422771839	15
3224787337	3224787337	2449844139	2449844139	15
3197805087	3197805087	2418020203	2418020203	15
3186271310	3186271310	2404460315	2404460315	15
3195272278	3195272278	2415149234	2415149234	15
3181218086	3181218086	2398949496	2398949496	15
3183862009	3183862009	2401579153	2401579153	15
3181322657	3181322657	2399060295	2399060295	15
3186635160	3186635160	2404862537	2404862537	15
3192694179	3192694179	2412310745	2412310745	15
3193719087	3193719087	2413358547	2413358547	15
3194152852	3194152852	2413964085	2413964085	15
3382149052	3382149052	3928168410	3928168410	14
2882709524	2882709524	4927089922	4927089922	14
2882830212	2882830212	4926799545	4926799545	14
1163177773	1163177773	288339858	288339858	14
2877305242	2877305242	4932802460	4932802460	14
2877410261	2877410261	4932529356	4932529356	14
1156834412	1156834412	282770646	282770646	14
2847110974	2847110974	4905664116	4905664116	14
2848349037	2848349037	4906515435	4906515435	14
2951955613	2951955613	4988209331	4988209331	14
2951854043	2951854043	4988331162	4988331162	14
2933704206	2933704206	5010757551	5010757551	14
3157450453	3157450453	5135461510	5135461510	14
2892612961	2892612961	4915120914	4915120914	14
2950567605	2950567605	5043381085	5043381085	14
2950358969	2950358969	5043497974	5043497974	14
2949362324	2949362324	5044681530	5044681530	14
4769284011	4769284011	4317453825	4317453825	14
4759492448	4759492448	4325661895	4325661895	14
4756769067	4756769067	4323657825	4323657825	14
4775359992	4775359992	4309393328	4309393328	14
4782587044	4782587044	4301484780	4301484780	14
4802053776	4802053776	4286195136	4286195136	14
4750915195	4750915195	4323040879	4323040879	14
4760953023	4760953023	4321896172	4321896172	14
4789521686	4789521686	4276334238	4276334238	14
4789416479	4789416479	4276211761	4276211761	14
4788571424	4788571424	4275495791	4275495791	14
4788006121	4788006121	4295928196	4295928196	14
4756354210	4756354210	4329022547	4329022547	14
4781282897	4781282897	4302659824	4302659824	14
4780919909	4780919909	4303133155	4303133155	14
4779837670	4779837670	4304500378	4304500378	14
4780305846	4780305846	4303917817	4303917817	14
4810580336	4810580336	4294554976	4294554976	14
4806952861	4806952861	4290915278	4290915278	14
4780957075	4780957075	4303073945	4303073945	14
4802067921	4802067921	4286205255	4286205255	14
1456862548	1456862548	137402611	137402611	13
1497990412	1497990412	93636879	93636879	13
280008736	280008736	980874715	980874715	13
1482853993	1482853993	108429926	108429926	13
1461589983	1461589983	132147490	132147490	13
1459844344	1459844344	134036609	134036609	13
1443815440	1443815440	154005287	154005287	13
1453993633	1453993633	141235901	141235901	13
1448437842	1448437842	148384968	148384968	13
1443736446	1443736446	154172929	154172929	13
1422418096	1422418096	178827070	178827070	13
1504927740	1504927740	86032185	86032185	13
1500485336	1500485336	91082989	91082989	13
1532367101	1532367101	55371302	55371302	13
1522132867	1522132867	67238257	67238257	13
1523694045	1523694045	65656802	65656802	13
1525750230	1525750230	63067187	63067187	13
1526108556	1526108556	62650996	62650996	13
1526955437	1526955437	61548278	61548278	13
1528124526	1528124526	60288716	60288716	13
1528191558	1528191558	60167225	60167225	13
1531983713	1531983713	55705728	55705728	13
1535486857	1535486857	52080356	52080356	13
1535904957	1535904957	51934135	51934135	13
1546219420	1546219420	39037105	39037105	13
1547049597	1547049597	37992468	37992468	13
1406268818	1406268818	196174929	196174929	13
1420650316	1420650316	180753189	180753189	13
1264435405	1264435405	4502909733	4502909733	13
1626647583	1626647583	2748890157	2748890157	13
1252581028	1252581028	4510157081	4510157081	13
1252680325	1252680325	4510227993	4510227993	13
2815785924	2815785924	3074337500	3074337500	13
2632180710	2632180710	2961292155	2961292155	13
2814254859	2814254859	1676638044	1676638044	13
4194626419	4194626419	2065431130	2065431130	12
4180490289	4180490289	2047943378	2047943378	12
986873326	986873326	557539694	557539694	12
986682474	986682474	557474646	557474646	12
1017611125	1017611125	594050970	594050970	12
1017530880	1017530880	593930488	593930488	12
1012298385	1012298385	587569102	587569102	12
4139744054	4139744054	2034083600	2034083600	12
4179898456	4179898456	2047304896	2047304896	12
4191525061	4191525061	2061789940	2061789940	12
4180595448	4180595448	2048017939	2048017939	12
4180771788	4180771788	2048175595	2048175595	12
989088549	989088549	559464574	559464574	12
4190512764	4190512764	2060642925	2060642925	12
4190434213	4190434213	2060526712	2060526712	12
4190374891	4190374891	2060471892	2060471892	12
4187135750	4187135750	2056577455	2056577455	12
4185839951	4185839951	2054686235	2054686235	12
987498081	987498081	558094020	558094020	12
1023076878	1023076878	600036832	600036832	12
992448640	992448640	564222936	564222936	12
770223844	770223844	1386208472	1386208472	12
929018712	929018712	493188595	493188595	12
924033574	924033574	488066507	488066507	12
995720768	995720768	568102763	568102763	12
592839736	592839736	1573811504	1573811504	12
857776649	857776649	1287486270	1287486270	12
857550537	857550537	1287593655	1287593655	12
861433299	861433299	1284879961	1284879961	12
776449620	776449620	1378675273	1378675273	12
919990475	919990475	483614927	483614927	12
767637878	767637878	1388799298	1388799298	12
750190603	750190603	1409973219	1409973219	12
804574190	804574190	1348423500	1348423500	12
808522785	808522785	1344798160	1344798160	12
813593901	813593901	1339616352	1339616352	12
4181151515	4181151515	2048543841	2048543841	12
756624006	756624006	1402081985	1402081985	12
2995596158	2995596158	4880584776	4880584776	10
3487578748	3487578748	4089206912	4089206912	10
3486558730	3486558730	4089913989	4089913989	10
3485266102	3485266102	4090824340	4090824340	10
2039826041	2039826041	3763566720	3763566720	10
2987943717	2987943717	4893151571	4893151571	10
2994168582	2994168582	4901299018	4901299018	10
3063444821	3063444821	5068832838	5068832838	10
2995953585	2995953585	4880246909	4880246909	10
3031430056	3031430056	4831185280	4831185280	10
3063217775	3063217775	5068516639	5068516639	10
3058436485	3058436485	5063220159	5063220159	10
3053585467	3053585467	5058429463	5058429463	10
3545300638	3545300638	4108360316	4108360316	10
3532931844	3532931844	4095729584	4095729584	10
3501010143	3501010143	4074212206	4074212206	10
3545254544	3545254544	4108329130	4108329130	10
3521961939	3521961939	4053669745	4053669745	10
3048871770	3048871770	5053462044	5053462044	10
3512852075	3512852075	4061631810	4061631810	10
3512619278	3512619278	4061852986	4061852986	10
3567066090	3567066090	4118306301	4118306301	10
3573618301	3573618301	4111845414	4111845414	10
3574000661	3574000661	4112048257	4112048257	10
3538213182	3538213182	4100860956	4100860956	10
3488995461	3488995461	4088120599	4088120599	10
3536437440	3536437440	4099108848	4099108848	10
2985656969	2985656969	4891017152	4891017152	10
3500064458	3500064458	4075118253	4075118253	10
3499453493	3499453493	4075525936	4075525936	10
3494094913	3494094913	4081088793	4081088793	10
3491237225	3491237225	4084754932	4084754932	10
3051840395	3051840395	5056269475	5056269475	10
3520281378	3520281378	4055003515	4055003515	10
3068693810	3068693810	5075145058	5075145058	10
1202959780	1202959780	346770730	346770730	10
2978906377	2978906377	4954020127	4954020127	10
1154322586	1154322586	442370765	442370765	10
3074100100	3074100100	5080425739	5080425739	10
1179649491	1179649491	663235359	663235359	10
1181421316	1181421316	329657740	329657740	10
1181971064	1181971064	329942330	329942330	10
1182090228	1182090228	330023723	330023723	10
1190292720	1190292720	336249287	336249287	10
1176841661	1176841661	301288253	301288253	10
1204927126	1204927126	348739282	348739282	10
1280494888	1280494888	379929591	379929591	10
3098097039	3098097039	5108623124	5108623124	10
3094696100	3094696100	5104655007	5104655007	10
3086281761	3086281761	5093534915	5093534915	10
3082520743	3082520743	5089905904	5089905904	10
3076165290	3076165290	5082977000	5082977000	10
1205397089	1205397089	349227064	349227064	10
2703876127	2703876127	3108176162	3108176162	9
2743027920	2743027920	1687334168	1687334168	9
2738756872	2738756872	1664940699	1664940699	9
2728814379	2728814379	1653064346	1653064346	9
2727673063	2727673063	3135540468	3135540468	9
2709494722	2709494722	3114489190	3114489190	9
2674216148	2674216148	3007074673	3007074673	9
2700815694	2700815694	3104391941	3104391941	9
2676905452	2676905452	3009591838	3009591838	9
2674885874	2674885874	3007764188	3007764188	9
2656944481	2656944481	2988724245	2988724245	9
2766709071	2766709071	3069269345	3069269345	9
2640459875	2640459875	2970341267	2970341267	9
2667471224	2667471224	3000060984	3000060984	9
2616776854	2616776854	2944787246	2944787246	9
2759738514	2759738514	3061260006	3061260006	9
2605431523	2605431523	2933193808	2933193808	9
2533083235	2533083235	2850980343	2850980343	9
2541959203	2541959203	2860724095	2860724095	9
2542248794	2542248794	2861128198	2861128198	9
2542638377	2542638377	2861483466	2861483466	9
2756974435	2756974435	3058546252	3058546252	9
2559593455	2559593455	2880499773	2880499773	9
2559498393	2559498393	2880456183	2880456183	9
2569875150	2569875150	2893158731	2893158731	9
2600821203	2600821203	2928060527	2928060527	9
2601166643	2601166643	2928380915	2928380915	9
2602528130	2602528130	2929831908	2929831908	9
2605377935	2605377935	2933105068	2933105068	9
2543056011	2543056011	2861886670	2861886670	9
2614784689	2614784689	2943104995	2943104995	9
2806210027	2806210027	3136843061	3136843061	9
2615006612	2615006612	2943323399	2943323399	9
2752582746	2752582746	3053853107	3053853107	9
2804205498	2804205498	3138683046	3138683046	9
2812711800	2812711800	1677359975	1677359975	9
2810413216	2810413216	1675936079	1675936079	9
2748495553	2748495553	1681669772	1681669772	9
2833107346	2833107346	3033424745	3033424745	9
2621245648	2621245648	2950054660	2950054660	9
2760246078	2760246078	3061956936	3061956936	9
2616661360	2616661360	2944757900	2944757900	9
2623415104	2623415104	2951783745	2951783745	9
3427804611	3427804611	4009425772	4009425772	8
3823287657	3823287657	3250289172	3250289172	8
3850468569	3850468569	3343434530	3343434530	8
4143750357	4143750357	2031514534	2031514534	8
1069719936	1069719936	658821361	658821361	8
1069665808	1069665808	658969450	658969450	8
3426025124	3426025124	4011445381	4011445381	8
3426252644	3426252644	4011176618	4011176618	8
4385826648	4385826648	2333986591	2333986591	8
4379545499	4379545499	2326230706	2326230706	8
4386489339	4386489339	2334783367	2334783367	8
509549184	509549184	762322135	762322135	8
2633291036	2633291036	769602357	769602357	8
499816459	499816459	771630575	771630575	8
448913745	448913745	731148584	731148584	8
491271786	491271786	748751857	748751857	8
501524030	501524030	769903550	769903550	8
1070916909	1070916909	657470797	657470797	8
3812511049	3812511049	3258684172	3258684172	8
3479543708	3479543708	3999208175	3999208175	8
3483620444	3483620444	4001111597	4001111597	8
886491756	886491756	449349487	449349487	8
1072948467	1072948467	661803997	661803997	8
1073858899	1073858899	653542544	653542544	8
907752381	907752381	471427381	471427381	8
1086697820	1086697820	707017955	707017955	8
1082264614	1082264614	711743874	711743874	8
1050354776	1050354776	632785570	632785570	8
1036169360	1036169360	615833206	615833206	8
1065417871	1065417871	648330522	648330522	8
1065681288	1065681288	648777628	648777628	8
3435772245	3435772245	4001169903	4001169903	8
3433679096	3433679096	4003459877	4003459877	8
3433636530	3433636530	4003435271	4003435271	8
3397093809	3397093809	3916148227	3916148227	8
3482288152	3482288152	4000388799	4000388799	8
3438735355	3438735355	3954842738	3954842738	8
3445257542	3445257542	3960672421	3960672421	8
3448240579	3448240579	3963970783	3963970783	8
3479331572	3479331572	3998958515	3998958515	8
2454698049	2454698049	3929031110	3929031110	8
488602689	488602689	745501445	745501445	8
3361054871	3361054871	3930086975	3930086975	8
486862844	486862844	811494490	811494490	8
486288716	486288716	810751390	810751390	8
486196308	486196308	810640041	810640041	8
465708228	465708228	787502105	787502105	8
469756781	469756781	792013966	792013966	8
477905481	477905481	802206292	802206292	8
478160944	478160944	802455814	802455814	8
480340883	480340883	804531228	804531228	8
460614966	460614966	781825595	781825595	8
463980159	463980159	785684262	785684262	8
446200736	446200736	733904024	733904024	8
445867389	445867389	734273366	734273366	8
3461621091	3461621091	3979771190	3979771190	8
