start1	end1	start2	end2	col
3483567120	3483567120	3161090915	3161090915	20
974702415	974702415	657871066	657871066	20
2079530297	2079530297	3525481403	3525481403	20
1690530118	1690530118	2380940988	2380940988	20
1718956921	1718956921	4489438704	4489438704	20
1690175639	1690175639	2380655128	2380655128	20
1690418993	1690418993	2380791677	2380791677	20
1690637709	1690637709	2380985978	2380985978	20
3505408043	3505408043	3138141003	3138141003	20
3505285451	3505285451	3138040563	3138040563	20
3495834517	3495834517	3128636011	3128636011	20
3494377567	3494377567	3127150380	3127150380	20
3503195476	3503195476	3135840328	3135840328	20
3497886390	3497886390	3130761711	3130761711	20
3521225026	3521225026	3114089708	3114089708	20
3508600287	3508600287	3142861366	3142861366	20
3468519839	3468519839	3176303168	3176303168	20
3467487386	3467487386	3177453757	3177453757	20
3467407957	3467407957	3177582173	3177582173	20
3478318075	3478318075	3166373967	3166373967	20
3519135780	3519135780	3111843275	3111843275	20
3517036793	3517036793	3117951062	3117951062	20
3469147335	3469147335	3175668029	3175668029	20
3523788860	3523788860	3120374547	3120374547	20
3526441072	3526441072	3150264107	3150264107	20
3438278933	3438278933	3207960105	3207960105	20
3444004035	3444004035	3202217782	3202217782	20
3513678766	3513678766	3148334172	3148334172	20
3513472679	3513472679	3148119011	3148119011	20
3526361610	3526361610	3150187210	3150187210	20
1738107365	1738107365	4665258881	4665258881	19
1901958572	1901958572	4516979901	4516979901	19
1768787834	1768787834	4652078695	4652078695	19
1765621701	1765621701	4655207419	4655207419	19
1732810531	1732810531	4659444287	4659444287	19
1733139409	1733139409	4659778105	4659778105	19
1745332474	1745332474	4672698451	4672698451	19
1743265279	1743265279	4670545055	4670545055	19
1744672572	1744672572	4672023668	4672023668	19
1933875979	1933875979	2433463167	2433463167	19
1865161756	1865161756	4554366029	4554366029	19
1873490074	1873490074	4545661780	4545661780	19
2462608546	2462608546	2632852934	2632852934	19
1906442550	1906442550	4512056227	4512056227	19
1905832029	1905832029	4512750509	4512750509	19
1855674794	1855674794	4564307317	4564307317	19
1906572994	1906572994	4511852053	4511852053	19
1818801275	1818801275	4600274271	4600274271	19
1763534012	1763534012	4474469116	4474469116	19
1789277871	1789277871	4631100773	4631100773	19
1798385541	1798385541	4621832029	4621832029	19
1808954424	1808954424	4610361280	4610361280	19
1817395707	1817395707	4601704230	4601704230	19
1816863982	1816863982	4602409509	4602409509	19
1822401600	1822401600	4596896920	4596896920	19
1823157089	1823157089	4596121091	4596121091	19
1848449208	1848449208	4572075680	4572075680	19
1852273710	1852273710	4568088854	4568088854	19
1853222158	1853222158	4566904519	4566904519	19
1855397620	1855397620	4564586001	4564586001	19
1159446252	1159446252	849686446	849686446	18
1157175810	1157175810	847240277	847240277	18
1152400083	1152400083	841944393	841944393	18
1151165080	1151165080	840595839	840595839	18
1144253925	1144253925	832859368	832859368	18
1135652622	1135652622	823425409	823425409	18
1091070525	1091070525	778864266	778864266	18
1165937426	1165937426	856972671	856972671	18
1173365003	1173365003	864599120	864599120	18
1184813624	1184813624	876663258	876663258	18
1185071052	1185071052	877011239	877011239	18
1189012645	1189012645	881312222	881312222	18
1197584699	1197584699	890323876	890323876	18
1117590730	1117590730	805005631	805005631	18
1138089895	1138089895	826112162	826112162	18
1083962634	1083962634	771057753	771057753	18
1013883276	1013883276	700629206	700629206	18
998718212	998718212	684108926	684108926	18
1007812194	1007812194	694032628	694032628	18
1007986962	1007986962	694245925	694245925	18
1008371682	1008371682	694667771	694667771	18
1013853522	1013853522	700590947	700590947	18
1000930376	1000930376	686484304	686484304	18
1033697212	1033697212	721376713	721376713	18
1035244265	1035244265	723040504	723040504	18
1044252691	1044252691	732590832	732590832	18
1063407334	1063407334	751228991	751228991	18
1077661937	1077661937	764400123	764400123	18
1079832195	1079832195	766613087	766613087	18
1483502524	1483502524	347409552	347409552	17
1451456196	1451456196	173199787	173199787	17
1462863586	1462863586	326930023	326930023	17
1464039488	1464039488	328103179	328103179	17
1474361662	1474361662	338489554	338489554	17
1477131433	1477131433	341248573	341248573	17
1511215023	1511215023	237014161	237014161	17
1503297310	1503297310	443407286	443407286	17
1510296742	1510296742	315684495	315684495	17
1511373409	1511373409	237194945	237194945	17
1605554473	1605554473	281494224	281494224	17
1443484647	1443484647	164704377	164704377	17
1444480131	1444480131	165683863	165683863	17
1568958789	1568958789	230873130	230873130	17
1441355680	1441355680	162425642	162425642	17
1427328453	1427328453	148360349	148360349	17
1353118499	1353118499	76022940	76022940	17
1587292798	1587292798	301565143	301565143	17
1548404420	1548404420	209097375	209097375	17
1558989414	1558989414	220370909	220370909	17
1607708321	1607708321	279308778	279308778	17
1638769127	1638769127	244795326	244795326	17
1646763034	1646763034	426140751	426140751	17
1516465211	1516465211	175234630	175234630	17
1515086924	1515086924	173668783	173668783	17
1581710471	1581710471	307540071	307540071	17
1605814141	1605814141	281346856	281346856	17
1508031370	1508031370	438212937	438212937	17
1611645407	1611645407	274859728	274859728	17
3847233661	3847233661	3600393975	3600393975	17
3842808581	3842808581	3596387631	3596387631	17
3871551279	3871551279	3621708008	3621708008	17
3871651923	3871651923	3621644782	3621644782	17
3858231767	3858231767	3611081498	3611081498	17
3858079530	3858079530	3610955883	3610955883	17
3854029772	3854029772	3607276951	3607276951	17
3851683075	3851683075	3604926438	3604926438	17
3850806338	3850806338	3604026260	3604026260	17
3849846114	3849846114	3603013882	3603013882	17
3846192659	3846192659	3599383663	3599383663	17
3846792869	3846792869	3599996422	3599996422	17
3847138872	3847138872	3600299458	3600299458	17
3871405031	3871405031	3621809326	3621809326	17
3847753313	3847753313	3600891643	3600891643	17
3845653224	3845653224	3598847184	3598847184	17
3887284969	3887284969	3638884080	3638884080	17
3841344932	3841344932	3594835415	3594835415	17
3848760127	3848760127	3601883433	3601883433	17
3849340826	3849340826	3602480712	3602480712	17
3842728987	3842728987	3596307035	3596307035	17
3844355400	3844355400	3597487307	3597487307	17
3844070424	3844070424	3597220719	3597220719	17
3890671547	3890671547	3649028679	3649028679	17
3896948139	3896948139	3655498187	3655498187	17
3887727242	3887727242	3639335258	3639335258	17
1999841872	1999841872	4509552384	4509552384	16
1968558082	1968558082	2409163315	2409163315	16
1700890146	1700890146	2389086463	2389086463	16
1958191638	1958191638	4511086728	4511086728	16
1961025897	1961025897	4509624315	4509624315	16
1703822680	1703822680	4504317730	4504317730	16
1999778788	1999778788	4509510496	4509510496	16
1712449814	1712449814	4498752921	4498752921	16
1703901660	1703901660	4504092380	4504092380	16
1705109331	1705109331	4503000185	4503000185	16
1714992952	1714992952	4484890411	4484890411	16
1975718506	1975718506	2403701170	2403701170	16
1974009483	1974009483	2405217440	2405217440	16
1929145393	1929145393	2437605439	2437605439	16
1984141893	1984141893	2397376096	2397376096	16
3343019830	3343019830	2841726916	2841726916	16
1928490832	1928490832	2438179954	2438179954	16
1928932945	1928932945	2437783846	2437783846	16
1929046438	1929046438	2437668044	2437668044	16
1688944353	1688944353	2379646823	2379646823	16
1948485827	1948485827	2421401465	2421401465	16
1947971746	1947971746	2421673398	2421673398	16
1947840155	1947840155	2421881695	2421881695	16
1693088175	1693088175	2382922387	2382922387	16
1911394973	1911394973	2459141971	2459141971	16
1712064195	1712064195	4498357607	4498357607	16
1712217138	1712217138	4498515982	4498515982	16
1939492058	1939492058	2428792159	2428792159	16
1711712074	1711712074	4498021919	4498021919	16
4374405113	4374405113	4019727036	4019727036	16
1968956720	1968956720	2409034696	2409034696	16
4394979494	4394979494	3991741402	3991741402	16
4391967843	4391967843	3998178347	3998178347	16
4402014600	4402014600	3997759160	3997759160	16
4391987222	4391987222	3998194104	3998194104	16
4387673111	4387673111	4007286058	4007286058	16
4380316488	4380316488	4014827641	4014827641	16
4380207474	4380207474	4014950938	4014950938	16
4370825186	4370825186	4023052626	4023052626	16
4370873667	4370873667	4022948187	4022948187	16
4371353860	4371353860	4022450874	4022450874	16
4371876471	4371876471	4021905943	4021905943	16
4395147848	4395147848	3991564825	3991564825	16
4374374799	4374374799	4019745426	4019745426	16
1230402784	1230402784	924132706	924132706	16
4378666667	4378666667	4016264597	4016264597	16
1987230087	1987230087	2394865314	2394865314	16
1264808644	1264808644	961925584	961925584	16
1244332749	1244332749	939504409	939504409	16
1272942076	1272942076	3505714502	3505714502	16
1230344234	1230344234	924066678	924066678	16
1230282477	1230282477	924015933	924015933	16
1229530039	1229530039	923224919	923224919	16
1208428709	1208428709	901809706	901809706	16
1205673811	1205673811	898969219	898969219	16
2392305966	2392305966	2563389926	2563389926	15
2260933591	2260933591	2528317783	2528317783	15
2392327584	2392327584	2563412991	2563412991	15
2363916461	2363916461	2463999346	2463999346	15
2387599329	2387599329	2559093190	2559093190	15
2386932236	2386932236	2558476722	2558476722	15
2382844518	2382844518	2554306301	2554306301	15
2384919786	2384919786	2556480661	2556480661	15
2385557579	2385557579	2557096980	2557096980	15
2225986594	2225986594	2494502498	2494502498	15
2209682197	2209682197	2479089598	2479089598	15
2251969549	2251969549	2519423188	2519423188	15
2259804335	2259804335	2527153189	2527153189	15
2259619733	2259619733	2526985118	2526985118	15
2258567406	2258567406	2526141263	2526141263	15
2254222746	2254222746	2521766629	2521766629	15
2252683133	2252683133	2520098271	2520098271	15
2243348656	2243348656	2510909635	2510909635	15
2370233289	2370233289	2542603815	2542603815	15
510346616	510346616	1043552430	1043552430	15
520063477	520063477	1053496129	1053496129	15
2398560889	2398560889	2570112499	2570112499	15
2368298327	2368298327	2541789831	2541789831	15
2251912628	2251912628	2519297158	2519297158	15
2395143588	2395143588	2566398030	2566398030	15
2421560363	2421560363	2593745701	2593745701	15
2365288952	2365288952	2462909907	2462909907	15
2450036015	2450036015	2622473058	2622473058	15
2447181157	2447181157	2619753496	2619753496	15
2444126567	2444126567	2616966234	2616966234	15
2437463516	2437463516	2609839593	2609839593	15
2435442678	2435442678	2607623399	2607623399	15
2434457335	2434457335	2606647242	2606647242	15
2424960241	2424960241	2597097738	2597097738	15
2424654895	2424654895	2596798623	2596798623	15
2422771839	2422771839	2595014740	2595014740	15
2449844139	2449844139	2622272346	2622272346	15
2418020203	2418020203	2590021877	2590021877	15
2404460315	2404460315	2576367625	2576367625	15
2415149234	2415149234	2587190266	2587190266	15
2398949496	2398949496	2570502665	2570502665	15
2401579153	2401579153	2573350634	2573350634	15
2399060295	2399060295	2570624917	2570624917	15
2404862537	2404862537	2576749442	2576749442	15
2412310745	2412310745	2584246237	2584246237	15
2413358547	2413358547	2585388743	2585388743	15
2413964085	2413964085	2585981234	2585981234	15
3928168410	3928168410	3339896388	3339896388	14
4927089922	4927089922	5130964820	5130964820	14
4926799545	4926799545	5130647675	5130647675	14
288339858	288339858	1416108169	1416108169	14
4932802460	4932802460	5137035655	5137035655	14
4932529356	4932529356	5136722840	5136722840	14
282770646	282770646	1421983687	1421983687	14
4905664116	4905664116	5109828562	5109828562	14
4906515435	4906515435	5110639731	5110639731	14
4988209331	4988209331	4985467904	4985467904	14
4988331162	4988331162	4985593208	4985593208	14
5010757551	5010757551	5007791431	5007791431	14
5135461510	5135461510	4861193917	4861193917	14
4915120914	4915120914	5119356753	5119356753	14
5043381085	5043381085	5041243841	5041243841	14
5043497974	5043497974	5041363795	5041363795	14
5044681530	5044681530	5042669820	5042669820	14
4317453825	4317453825	3658765550	3658765550	14
4325661895	4325661895	3664713808	3664713808	14
4323657825	4323657825	3663549741	3663549741	14
4309393328	4309393328	3673997780	3673997780	14
4301484780	4301484780	3682333473	3682333473	14
4286195136	4286195136	3694697545	3694697545	14
4323040879	4323040879	3663025882	3663025882	14
4321896172	4321896172	3662128151	3662128151	14
4276334238	4276334238	3700832520	3700832520	14
4276211761	4276211761	3700707925	3700707925	14
4275495791	4275495791	3699962775	3699962775	14
4295928196	4295928196	3699250005	3699250005	14
4329022547	4329022547	3686816616	3686816616	14
4302659824	4302659824	3680967466	3680967466	14
4303133155	4303133155	3680547721	3680547721	14
4304500378	4304500378	3679180033	3679180033	14
4303917817	4303917817	3679799331	3679799331	14
4294554976	4294554976	3667266197	3667266197	14
4290915278	4290915278	3690272772	3690272772	14
4303073945	4303073945	3680623445	3680623445	14
4286205255	4286205255	3694632331	3694632331	14
137402611	137402611	1575496330	1575496330	13
93636879	93636879	1621733987	1621733987	13
980874715	980874715	664722805	664722805	13
108429926	108429926	1605837148	1605837148	13
132147490	132147490	1581195375	1581195375	13
134036609	134036609	1579128413	1579128413	13
154005287	154005287	1558350578	1558350578	13
141235901	141235901	1571878820	1571878820	13
148384968	148384968	1564453779	1564453779	13
154172929	154172929	1558221525	1558221525	13
178827070	178827070	1531813657	1531813657	13
86032185	86032185	1629690023	1629690023	13
91082989	91082989	1624332313	1624332313	13
55371302	55371302	1661097757	1661097757	13
67238257	67238257	1648151275	1648151275	13
65656802	65656802	1650076593	1650076593	13
63067187	63067187	1652868614	1652868614	13
62650996	62650996	1653353736	1653353736	13
61548278	61548278	1654308347	1654308347	13
60288716	60288716	1655799225	1655799225	13
60167225	60167225	1655875234	1655875234	13
55705728	55705728	1660655594	1660655594	13
52080356	52080356	1664744866	1664744866	13
51934135	51934135	1664814524	1664814524	13
39037105	39037105	1678150433	1678150433	13
37992468	37992468	1679329329	1679329329	13
196174929	196174929	1513674240	1513674240	13
180753189	180753189	1529705281	1529705281	13
4502909733	4502909733	3944350740	3944350740	13
2748890157	2748890157	2283806533	2283806533	13
4510157081	4510157081	3946902799	3946902799	13
4510227993	4510227993	3946878240	3946878240	13
3074337500	3074337500	4328447696	4328447696	13
2961292155	2961292155	4231967355	4231967355	13
1676638044	1676638044	4145309447	4145309447	13
2065431130	2065431130	3531695942	3531695942	12
2047943378	2047943378	3548718476	3548718476	12
557539694	557539694	1091146161	1091146161	12
557474646	557474646	1091077939	1091077939	12
594050970	594050970	1127345681	1127345681	12
593930488	593930488	1127208121	1127208121	12
587569102	587569102	1120452670	1120452670	12
2034083600	2034083600	3584312757	3584312757	12
2047304896	2047304896	3568623879	3568623879	12
2061789940	2061789940	3535344921	3535344921	12
2048017939	2048017939	3548698805	3548698805	12
2048175595	2048175595	3548511639	3548511639	12
559464574	559464574	1093157890	1093157890	12
2060642925	2060642925	3536631476	3536631476	12
2060526712	2060526712	3536725387	3536725387	12
2060471892	2060471892	3536858666	3536858666	12
2056577455	2056577455	3540836659	3540836659	12
2054686235	2054686235	3542169694	3542169694	12
558094020	558094020	1091643513	1091643513	12
600036832	600036832	1133630898	1133630898	12
564222936	564222936	1096701960	1096701960	12
1386208472	1386208472	107941765	107941765	12
493188595	493188595	1026713850	1026713850	12
488066507	488066507	1021485094	1021485094	12
568102763	568102763	1100733530	1100733530	12
1573811504	1573811504	235973204	235973204	12
1287486270	1287486270	6572561	6572561	12
1287593655	1287593655	6763603	6763603	12
1284879961	1284879961	2333464	2333464	12
1378675273	1378675273	100920313	100920313	12
483614927	483614927	1016999866	1016999866	12
1388799298	1388799298	110531111	110531111	12
1409973219	1409973219	131056858	131056858	12
1348423500	1348423500	71113444	71113444	12
1344798160	1344798160	67338426	67338426	12
1339616352	1339616352	62063176	62063176	12
2048543841	2048543841	3548060801	3548060801	12
1402081985	1402081985	122964564	122964564	12
4880584776	4880584776	4939339031	4939339031	10
4089206912	4089206912	3472655187	3472655187	10
4089913989	4089913989	3471941460	3471941460	10
4090824340	4090824340	3471006240	3471006240	10
3763566720	3763566720	1807605981	1807605981	10
4893151571	4893151571	5096853635	5096853635	10
4901299018	4901299018	5105374555	5105374555	10
5068832838	5068832838	5067960352	5067960352	10
4880246909	4880246909	4939608454	4939608454	10
4831185280	4831185280	5162456177	5162456177	10
5068516639	5068516639	5067672821	5067672821	10
5063220159	5063220159	5062053854	5062053854	10
5058429463	5058429463	5043747211	5043747211	10
4108360316	4108360316	3448039995	3448039995	10
4095729584	4095729584	3465852719	3465852719	10
4074212206	4074212206	3481787244	3481787244	10
4108329130	4108329130	3447965490	3447965490	10
4053669745	4053669745	3507942635	3507942635	10
5053462044	5053462044	5049056454	5049056454	10
4061631810	4061631810	3500244935	3500244935	10
4061852986	4061852986	3500021084	3500021084	10
4118306301	4118306301	3428700645	3428700645	10
4111845414	4111845414	3435542358	3435542358	10
4112048257	4112048257	3435287917	3435287917	10
4100860956	4100860956	3460917658	3460917658	10
4088120599	4088120599	3473752511	3473752511	10
4099108848	4099108848	3462626257	3462626257	10
4891017152	4891017152	5095057344	5095057344	10
4075118253	4075118253	3482721631	3482721631	10
4075525936	4075525936	3483140745	3483140745	10
4081088793	4081088793	3488697323	3488697323	10
4084754932	4084754932	3477199293	3477199293	10
5056269475	5056269475	5046090726	5046090726	10
4055003515	4055003515	3506656138	3506656138	10
5075145058	5075145058	5074597739	5074597739	10
346770730	346770730	1354156099	1354156099	10
4954020127	4954020127	4925475274	4925475274	10
442370765	442370765	1268605704	1268605704	10
5080425739	5080425739	5080182466	5080182466	10
663235359	663235359	1270621920	1270621920	10
329657740	329657740	1372745037	1372745037	10
329942330	329942330	1372360242	1372360242	10
330023723	330023723	1372288543	1372288543	10
336249287	336249287	1365540686	1365540686	10
301288253	301288253	1402424649	1402424649	10
348739282	348739282	1352414711	1352414711	10
379929591	379929591	1323615339	1323615339	10
5108623124	5108623124	4889054527	4889054527	10
5104655007	5104655007	4894335380	4894335380	10
5093534915	5093534915	4905504706	4905504706	10
5089905904	5089905904	4909192673	4909192673	10
5082977000	5082977000	4915384631	4915384631	10
349227064	349227064	1351881211	1351881211	10
3108176162	3108176162	4386138131	4386138131	9
1687334168	1687334168	4407017492	4407017492	9
1664940699	1664940699	4353075419	4353075419	9
1653064346	1653064346	4361090199	4361090199	9
3135540468	3135540468	4361970818	4361970818	9
3114489190	3114489190	4380075463	4380075463	9
3007074673	3007074673	4278190148	4278190148	9
3104391941	3104391941	4389943448	4389943448	9
3009591838	3009591838	4280405380	4280405380	9
3007764188	3007764188	4278882522	4278882522	9
2988724245	2988724245	4260212786	4260212786	9
3069269345	3069269345	4333231019	4333231019	9
2970341267	2970341267	4241220091	4241220091	9
3000060984	3000060984	4271381145	4271381145	9
2944787246	2944787246	4215105346	4215105346	9
3061260006	3061260006	4339954934	4339954934	9
2933193808	2933193808	4203938540	4203938540	9
2850980343	2850980343	4436596047	4436596047	9
2860724095	2860724095	4426955596	4426955596	9
2861128198	2861128198	4426709099	4426709099	9
2861483466	2861483466	4426299508	4426299508	9
3058546252	3058546252	4342137036	4342137036	9
2880499773	2880499773	4152940551	4152940551	9
2880456183	2880456183	4152897129	4152897129	9
2893158731	2893158731	4166054887	4166054887	9
2928060527	2928060527	4198670766	4198670766	9
2928380915	2928380915	4198990337	4198990337	9
2929831908	2929831908	4200479677	4200479677	9
2933105068	2933105068	4203847717	4203847717	9
2861886670	2861886670	4425855816	4425855816	9
2943104995	2943104995	4213370487	4213370487	9
3136843061	3136843061	4139057887	4139057887	9
2943323399	2943323399	4213613344	4213613344	9
3053853107	3053853107	4345941707	4345941707	9
3138683046	3138683046	4140825402	4140825402	9
1677359975	1677359975	4144678786	4144678786	9
1675936079	1675936079	4135835706	4135835706	9
1681669772	1681669772	4412857765	4412857765	9
3033424745	3033424745	4305140901	4305140901	9
2950054660	2950054660	4220570953	4220570953	9
3061956936	3061956936	4339392230	4339392230	9
2944757900	2944757900	4215074436	4215074436	9
2951783745	2951783745	4222357011	4222357011	9
4009425772	4009425772	3369790540	3369790540	8
3250289172	3250289172	3107368743	3107368743	8
3343434530	3343434530	2995993077	2995993077	8
2031514534	2031514534	3581892379	3581892379	8
658821361	658821361	1246315001	1246315001	8
658969450	658969450	1246465259	1246465259	8
4011445381	4011445381	3367597795	3367597795	8
4011176618	4011176618	3367860107	3367860107	8
2333986591	2333986591	2691293653	2691293653	8
2326230706	2326230706	2683366175	2683366175	8
2334783367	2334783367	2692042176	2692042176	8
762322135	762322135	421700794	421700794	8
769602357	769602357	386275842	386275842	8
771630575	771630575	388568853	388568853	8
731148584	731148584	463007478	463007478	8
748751857	748751857	400015695	400015695	8
769903550	769903550	386635689	386635689	8
657470797	657470797	1244926659	1244926659	8
3258684172	3258684172	3101325145	3101325145	8
3999208175	3999208175	3381397823	3381397823	8
4001111597	4001111597	3379272960	3379272960	8
449349487	449349487	979567382	979567382	8
661803997	661803997	1241625451	1241625451	8
653542544	653542544	1240780871	1240780871	8
471427381	471427381	1004213475	1004213475	8
707017955	707017955	1226133291	1226133291	8
711743874	711743874	1231904527	1231904527	8
632785570	632785570	1168935788	1168935788	8
615833206	615833206	1150831909	1150831909	8
648330522	648330522	1186998056	1186998056	8
648777628	648777628	1250400955	1250400955	8
4001169903	4001169903	3379173778	3379173778	8
4003459877	4003459877	3376662054	3376662054	8
4003435271	4003435271	3376583702	3376583702	8
3916148227	3916148227	3338392018	3338392018	8
4000388799	4000388799	3379914416	3379914416	8
3954842738	3954842738	3423141769	3423141769	8
3960672421	3960672421	3419335673	3419335673	8
3963970783	3963970783	3416497315	3416497315	8
3998958515	3998958515	3381546498	3381546498	8
3929031110	3929031110	3341094058	3341094058	8
745501445	745501445	403725626	403725626	8
3930086975	3930086975	3342138053	3342138053	8
811494490	811494490	405698426	405698426	8
810751390	810751390	406497946	406497946	8
810640041	810640041	406550471	406550471	8
787502105	787502105	367435160	367435160	8
792013966	792013966	372298605	372298605	8
802206292	802206292	415653566	415653566	8
802455814	802455814	415429537	415429537	8
804531228	804531228	413119157	413119157	8
781825595	781825595	361269635	361269635	8
785684262	785684262	365482773	365482773	8
733904024	733904024	465986241	465986241	8
734273366	734273366	466426353	466426353	8
